date,Innenputz,isPartial
2018-01-07,47,False
2018-01-14,52,False
2018-01-21,0,False
2018-01-28,62,False
2018-02-04,31,False
2018-02-11,32,False
2018-02-18,79,False
2018-02-25,63,False
2018-03-04,47,False
2018-03-11,31,False
2018-03-18,49,False
2018-03-25,51,False
2018-04-01,69,False
2018-04-08,33,False
2018-04-15,35,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,67,False
2018-05-13,0,False
2018-05-20,67,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,49,False
2018-06-17,67,False
2018-06-24,35,False
2018-07-01,35,False
2018-07-08,35,False
2018-07-15,35,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,33,False
2018-08-12,100,False
2018-08-19,33,False
2018-08-26,32,False
2018-09-02,75,False
2018-09-09,32,False
2018-09-16,33,False
2018-09-23,66,False
2018-09-30,52,False
2018-10-07,83,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,41,False
2018-11-11,32,False
2018-11-18,32,False
2018-11-25,50,False
2018-12-02,33,False
2018-12-09,33,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,72,False
2019-01-06,49,False
2019-01-13,63,False
2019-01-20,41,False
2019-01-27,31,False
2019-02-03,79,False
2019-02-10,78,False
2019-02-17,42,False
2019-02-24,80,False
2019-03-03,47,False
2019-03-10,62,False
2019-03-17,54,False
2019-03-24,63,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,34,False
2019-04-21,0,False
2019-04-28,32,False
2019-05-05,46,False
2019-05-12,48,False
2019-05-19,31,False
2019-05-26,65,False
2019-06-02,31,False
2019-06-09,64,False
2019-06-16,0,False
2019-06-23,33,False
2019-06-30,44,False
2019-07-07,55,False
2019-07-14,34,False
2019-07-21,35,False
2019-07-28,69,False
2019-08-04,66,False
2019-08-11,31,False
2019-08-18,31,False
2019-08-25,52,False
2019-09-01,0,False
2019-09-08,63,False
2019-09-15,48,False
2019-09-22,63,False
2019-09-29,50,False
2019-10-06,31,False
2019-10-13,0,False
2019-10-20,74,False
2019-10-27,0,False
2019-11-03,44,False
2019-11-10,29,False
2019-11-17,30,False
2019-11-24,29,False
2019-12-01,59,False
2019-12-08,89,False
2019-12-15,45,False
2019-12-22,54,False
2019-12-29,84,False
2020-01-05,30,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,42,False
2020-02-02,42,False
2020-02-09,73,False
2020-02-16,29,False
2020-02-23,42,False
2020-03-01,42,False
2020-03-08,26,False
2020-03-15,35,False
2020-03-22,53,False
2020-03-29,40,False
2020-04-05,29,False
2020-04-12,27,False
2020-04-19,27,False
2020-04-26,26,False
2020-05-03,26,False
2020-05-10,62,False
