date,Energieausweis,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,51,False
2018-02-25,26,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,54,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,84,False
2018-05-06,27,False
2018-05-13,25,False
2018-05-20,0,False
2018-05-27,27,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,52,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,26,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,50,False
2018-08-12,0,False
2018-08-19,25,False
2018-08-26,50,False
2018-09-02,63,False
2018-09-09,26,False
2018-09-16,100,False
2018-09-23,26,False
2018-09-30,55,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,31,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,29,False
2018-12-09,0,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,34,False
2019-01-20,46,False
2019-01-27,46,False
2019-02-03,23,False
2019-02-10,23,False
2019-02-17,49,False
2019-02-24,47,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,36,False
2019-03-31,0,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,47,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,71,False
2019-06-09,0,False
2019-06-16,36,False
2019-06-23,48,False
2019-06-30,35,False
2019-07-07,23,False
2019-07-14,74,False
2019-07-21,50,False
2019-07-28,24,False
2019-08-04,63,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,0,False
2019-09-08,72,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,0,False
2019-10-06,63,False
2019-10-13,26,False
2019-10-20,52,False
2019-10-27,0,False
2019-11-03,25,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,50,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,26,False
2019-12-22,29,False
2019-12-29,45,False
2020-01-05,29,False
2020-01-12,21,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,21,False
2020-02-09,42,False
2020-02-16,48,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,22,False
2020-03-15,21,False
2020-03-22,36,False
2020-03-29,18,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,29,False
2020-05-03,20,False
2020-05-10,0,False
2020-05-17,44,False
2020-05-24,20,False
2020-05-31,40,False
2020-06-07,22,False
2020-06-14,20,False
2020-06-21,22,False
2020-06-28,0,False
2020-07-05,0,False
