date,partition guitare,isPartial
2018-01-07,0,False
2018-01-14,50,False
2018-01-21,0,False
2018-01-28,77,False
2018-02-04,25,False
2018-02-11,100,False
2018-02-18,51,False
2018-02-25,60,False
2018-03-04,0,False
2018-03-11,51,False
2018-03-18,37,False
2018-03-25,76,False
2018-04-01,25,False
2018-04-08,94,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,24,False
2018-05-06,49,False
2018-05-13,62,False
2018-05-20,38,False
2018-05-27,24,False
2018-06-03,50,False
2018-06-10,36,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,48,False
2018-07-08,71,False
2018-07-15,0,False
2018-07-22,47,False
2018-07-29,35,False
2018-08-05,22,False
2018-08-12,45,False
2018-08-19,23,False
2018-08-26,36,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,26,False
2018-10-07,38,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,38,False
2018-11-04,25,False
2018-11-11,38,False
2018-11-18,75,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,53,False
2018-12-16,82,False
2018-12-23,30,False
2018-12-30,28,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,50,False
2019-01-27,0,False
2019-02-03,77,False
2019-02-10,38,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,27,False
2019-03-10,65,False
2019-03-17,0,False
2019-03-24,53,False
2019-03-31,25,False
2019-04-07,51,False
2019-04-14,0,False
2019-04-21,49,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,37,False
2019-05-19,37,False
2019-05-26,25,False
2019-06-02,48,False
2019-06-09,46,False
2019-06-16,62,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,34,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,63,False
2019-08-18,19,False
2019-08-25,39,False
2019-09-01,45,False
2019-09-08,23,False
2019-09-15,45,False
2019-09-22,45,False
2019-09-29,23,False
2019-10-06,35,False
2019-10-13,23,False
2019-10-20,45,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,23,False
2019-11-17,33,False
2019-11-24,67,False
2019-12-01,45,False
2019-12-08,0,False
2019-12-15,68,False
2019-12-22,25,False
2019-12-29,36,False
2020-01-05,0,False
2020-01-12,43,False
2020-01-19,21,False
2020-01-26,44,False
2020-02-02,22,False
2020-02-09,34,False
2020-02-16,55,False
2020-02-23,51,False
2020-03-01,51,False
2020-03-08,31,False
2020-03-15,37,False
2020-03-22,71,False
2020-03-29,45,False
2020-04-05,55,False
2020-04-12,45,False
2020-04-19,52,False
2020-04-26,26,False
2020-05-03,35,False
2020-05-10,35,False
2020-05-17,46,True
