date,partition guitare,isPartial
2018-01-07,30,False
2018-01-14,0,False
2018-01-21,92,False
2018-01-28,42,False
2018-02-04,42,False
2018-02-11,61,False
2018-02-18,42,False
2018-02-25,62,False
2018-03-04,32,False
2018-03-11,31,False
2018-03-18,32,False
2018-03-25,32,False
2018-04-01,65,False
2018-04-08,33,False
2018-04-15,35,False
2018-04-22,100,False
2018-04-29,0,False
2018-05-06,33,False
2018-05-13,63,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,65,False
2018-06-10,31,False
2018-06-17,33,False
2018-06-24,66,False
2018-07-01,0,False
2018-07-08,68,False
2018-07-15,36,False
2018-07-22,0,False
2018-07-29,72,False
2018-08-05,36,False
2018-08-12,0,False
2018-08-19,35,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,44,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,34,False
2018-10-14,51,False
2018-10-21,35,False
2018-10-28,0,False
2018-11-04,63,False
2018-11-11,32,False
2018-11-18,53,False
2018-11-25,32,False
2018-12-02,48,False
2018-12-09,33,False
2018-12-16,99,False
2018-12-23,51,False
2018-12-30,50,False
2019-01-06,48,False
2019-01-13,31,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,44,False
2019-02-17,33,False
2019-02-24,48,False
2019-03-03,92,False
2019-03-10,52,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,32,False
2019-04-28,0,False
2019-05-05,31,False
2019-05-12,33,False
2019-05-19,0,False
2019-05-26,48,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,32,False
2019-06-23,33,False
2019-06-30,32,False
2019-07-07,65,False
2019-07-14,34,False
2019-07-21,35,False
2019-07-28,0,False
2019-08-04,71,False
2019-08-11,34,False
2019-08-18,0,False
2019-08-25,65,False
2019-09-01,41,False
2019-09-08,63,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,44,False
2019-10-06,29,False
2019-10-13,44,False
2019-10-20,60,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,29,False
2019-11-17,72,False
2019-11-24,41,False
2019-12-01,28,False
2019-12-08,28,False
2019-12-15,28,False
2019-12-22,88,False
2019-12-29,57,False
2020-01-05,27,False
2020-01-12,53,False
2020-01-19,56,False
2020-01-26,44,False
2020-02-02,36,False
2020-02-09,27,False
2020-02-16,37,False
2020-02-23,26,False
2020-03-01,35,False
2020-03-08,26,False
2020-03-15,46,False
2020-03-22,22,False
2020-03-29,55,False
2020-04-05,23,False
2020-04-12,31,False
2020-04-19,23,False
2020-04-26,74,False
2020-05-03,32,False
2020-05-10,45,False
2020-05-17,58,True
