date,partition guitare,isPartial
2018-01-07,44,False
2018-01-14,44,False
2018-01-21,0,False
2018-01-28,67,False
2018-02-04,44,False
2018-02-11,45,False
2018-02-18,89,False
2018-02-25,88,False
2018-03-04,45,False
2018-03-11,0,False
2018-03-18,67,False
2018-03-25,45,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,46,False
2018-04-22,44,False
2018-04-29,69,False
2018-05-06,92,False
2018-05-13,0,False
2018-05-20,46,False
2018-05-27,45,False
2018-06-03,0,False
2018-06-10,86,False
2018-06-17,45,False
2018-06-24,46,False
2018-07-01,43,False
2018-07-08,45,False
2018-07-15,0,False
2018-07-22,69,False
2018-07-29,89,False
2018-08-05,44,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,44,False
2018-09-02,45,False
2018-09-09,45,False
2018-09-16,44,False
2018-09-23,46,False
2018-09-30,45,False
2018-10-07,46,False
2018-10-14,47,False
2018-10-21,46,False
2018-10-28,44,False
2018-11-04,44,False
2018-11-11,60,False
2018-11-18,44,False
2018-11-25,88,False
2018-12-02,45,False
2018-12-09,46,False
2018-12-16,70,False
2018-12-23,47,False
2018-12-30,69,False
2019-01-06,45,False
2019-01-13,44,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,94,False
2019-02-17,47,False
2019-02-24,44,False
2019-03-03,43,False
2019-03-10,45,False
2019-03-17,46,False
2019-03-24,0,False
2019-03-31,45,False
2019-04-07,47,False
2019-04-14,46,False
2019-04-21,43,False
2019-04-28,63,False
2019-05-05,42,False
2019-05-12,0,False
2019-05-19,44,False
2019-05-26,0,False
2019-06-02,100,False
2019-06-09,62,False
2019-06-16,44,False
2019-06-23,43,False
2019-06-30,44,False
2019-07-07,43,False
2019-07-14,43,False
2019-07-21,87,False
2019-07-28,58,False
2019-08-04,56,False
2019-08-11,0,False
2019-08-18,64,False
2019-08-25,0,False
2019-09-01,42,False
2019-09-08,83,False
2019-09-15,0,False
2019-09-22,80,False
2019-09-29,81,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,53,False
2019-10-27,76,False
2019-11-03,39,False
2019-11-10,39,False
2019-11-17,40,False
2019-11-24,77,False
2019-12-01,60,False
2019-12-08,99,False
2019-12-15,41,False
2019-12-22,82,False
2019-12-29,40,False
2020-01-05,38,False
2020-01-12,38,False
2020-01-19,80,False
2020-01-26,39,False
2020-02-02,38,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,76,False
2020-03-01,37,False
2020-03-08,36,False
2020-03-15,48,False
2020-03-22,94,False
2020-03-29,93,False
2020-04-05,42,False
2020-04-12,32,False
2020-04-19,43,False
2020-04-26,30,False
2020-05-03,30,False
2020-05-10,49,False
2020-05-17,41,True
