date,psychologue enfant,isPartial
2018-01-07,0,False
2018-01-14,44,False
2018-01-21,58,False
2018-01-28,44,False
2018-02-04,30,False
2018-02-11,58,False
2018-02-18,29,False
2018-02-25,29,False
2018-03-04,50,False
2018-03-11,30,False
2018-03-18,30,False
2018-03-25,30,False
2018-04-01,30,False
2018-04-08,28,False
2018-04-15,31,False
2018-04-22,46,False
2018-04-29,45,False
2018-05-06,30,False
2018-05-13,59,False
2018-05-20,30,False
2018-05-27,73,False
2018-06-03,29,False
2018-06-10,0,False
2018-06-17,45,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,39,False
2018-07-15,45,False
2018-07-22,29,False
2018-07-29,29,False
2018-08-05,28,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,45,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,40,False
2018-09-23,76,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,64,False
2018-10-28,30,False
2018-11-04,59,False
2018-11-11,46,False
2018-11-18,30,False
2018-11-25,92,False
2018-12-02,31,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,37,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,51,False
2019-01-20,30,False
2019-01-27,49,False
2019-02-03,51,False
2019-02-10,32,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,30,False
2019-03-10,31,False
2019-03-17,42,False
2019-03-24,31,False
2019-03-31,61,False
2019-04-07,41,False
2019-04-14,62,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,69,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,54,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,28,False
2019-06-30,56,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,43,False
2019-07-28,29,False
2019-08-04,29,False
2019-08-11,39,False
2019-08-18,24,False
2019-08-25,38,False
2019-09-01,73,False
2019-09-08,28,False
2019-09-15,45,False
2019-09-22,69,False
2019-09-29,42,False
2019-10-06,28,False
2019-10-13,55,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,52,False
2019-11-24,26,False
2019-12-01,35,False
2019-12-08,66,False
2019-12-15,26,False
2019-12-22,30,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,33,False
2020-01-19,25,False
2020-01-26,43,False
2020-02-02,34,False
2020-02-09,76,False
2020-02-16,25,False
2020-02-23,49,False
2020-03-01,24,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,21,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,20,False
2020-05-03,20,False
2020-05-10,63,False
2020-05-17,100,True
