date,Tür,isPartial
2018-01-07,43,False
2018-01-14,47,False
2018-01-21,45,False
2018-01-28,42,False
2018-02-04,40,False
2018-02-11,40,False
2018-02-18,31,False
2018-02-25,37,False
2018-03-04,45,False
2018-03-11,38,False
2018-03-18,30,False
2018-03-25,31,False
2018-04-01,44,False
2018-04-08,36,False
2018-04-15,28,False
2018-04-22,46,False
2018-04-29,49,False
2018-05-06,37,False
2018-05-13,25,False
2018-05-20,34,False
2018-05-27,39,False
2018-06-03,42,False
2018-06-10,28,False
2018-06-17,38,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,36,False
2018-07-15,41,False
2018-07-22,34,False
2018-07-29,39,False
2018-08-05,43,False
2018-08-12,39,False
2018-08-19,42,False
2018-08-26,42,False
2018-09-02,58,False
2018-09-09,64,False
2018-09-16,69,False
2018-09-23,67,False
2018-09-30,64,False
2018-10-07,100,False
2018-10-14,67,False
2018-10-21,57,False
2018-10-28,51,False
2018-11-04,69,False
2018-11-11,71,False
2018-11-18,80,False
2018-11-25,59,False
2018-12-02,55,False
2018-12-09,42,False
2018-12-16,35,False
2018-12-23,29,False
2018-12-30,43,False
2019-01-06,44,False
2019-01-13,41,False
2019-01-20,33,False
2019-01-27,41,False
2019-02-03,46,False
2019-02-10,40,False
2019-02-17,29,False
2019-02-24,30,False
2019-03-03,66,False
2019-03-10,44,False
2019-03-17,44,False
2019-03-24,37,False
2019-03-31,38,False
2019-04-07,53,False
2019-04-14,39,False
2019-04-21,41,False
2019-04-28,45,False
2019-05-05,32,False
2019-05-12,40,False
2019-05-19,48,False
2019-05-26,37,False
2019-06-02,35,False
2019-06-09,33,False
2019-06-16,42,False
2019-06-23,30,False
2019-06-30,34,False
2019-07-07,39,False
2019-07-14,37,False
2019-07-21,32,False
2019-07-28,27,False
2019-08-04,32,False
2019-08-11,25,False
2019-08-18,52,False
2019-08-25,47,False
2019-09-01,60,False
2019-09-08,54,False
2019-09-15,49,False
2019-09-22,49,False
2019-09-29,61,False
2019-10-06,98,False
2019-10-13,52,False
2019-10-20,68,False
2019-10-27,55,False
2019-11-03,93,False
2019-11-10,65,False
2019-11-17,84,False
2019-11-24,65,False
2019-12-01,46,False
2019-12-08,37,False
2019-12-15,40,False
2019-12-22,39,False
2019-12-29,36,False
2020-01-05,63,False
2020-01-12,45,False
2020-01-19,51,False
2020-01-26,40,False
2020-02-02,31,False
2020-02-09,40,False
2020-02-16,39,False
2020-02-23,37,False
2020-03-01,36,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,15,False
2020-03-29,23,False
2020-04-05,43,False
2020-04-12,33,False
2020-04-19,45,False
2020-04-26,34,False
2020-05-03,34,False
2020-05-10,42,False
2020-05-17,46,False
2020-05-24,39,False
2020-05-31,40,False
2020-06-07,43,False
2020-06-14,32,False
2020-06-21,43,False
2020-06-28,38,False
2020-07-05,47,False
