date,Tür,isPartial
2018-01-07,59,False
2018-01-14,80,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,15,False
2018-02-18,36,False
2018-02-25,28,False
2018-03-04,25,False
2018-03-11,10,False
2018-03-18,30,False
2018-03-25,37,False
2018-04-01,22,False
2018-04-08,28,False
2018-04-15,22,False
2018-04-22,49,False
2018-04-29,27,False
2018-05-06,11,False
2018-05-13,0,False
2018-05-20,37,False
2018-05-27,10,False
2018-06-03,21,False
2018-06-10,15,False
2018-06-17,10,False
2018-06-24,10,False
2018-07-01,0,False
2018-07-08,14,False
2018-07-15,23,False
2018-07-22,14,False
2018-07-29,14,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,9,False
2018-08-26,19,False
2018-09-02,10,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,31,False
2018-09-30,16,False
2018-10-07,37,False
2018-10-14,32,False
2018-10-21,11,False
2018-10-28,25,False
2018-11-04,20,False
2018-11-11,16,False
2018-11-18,30,False
2018-11-25,26,False
2018-12-02,36,False
2018-12-09,25,False
2018-12-16,32,False
2018-12-23,11,False
2018-12-30,15,False
2019-01-06,100,False
2019-01-13,53,False
2019-01-20,33,False
2019-01-27,19,False
2019-02-03,28,False
2019-02-10,25,False
2019-02-17,24,False
2019-02-24,14,False
2019-03-03,38,False
2019-03-10,19,False
2019-03-17,0,False
2019-03-24,21,False
2019-03-31,30,False
2019-04-07,30,False
2019-04-14,32,False
2019-04-21,15,False
2019-04-28,10,False
2019-05-05,23,False
2019-05-12,37,False
2019-05-19,9,False
2019-05-26,18,False
2019-06-02,19,False
2019-06-09,28,False
2019-06-16,9,False
2019-06-23,18,False
2019-06-30,26,False
2019-07-07,21,False
2019-07-14,9,False
2019-07-21,13,False
2019-07-28,0,False
2019-08-04,13,False
2019-08-11,20,False
2019-08-18,8,False
2019-08-25,13,False
2019-09-01,9,False
2019-09-08,14,False
2019-09-15,9,False
2019-09-22,27,False
2019-09-29,18,False
2019-10-06,42,False
2019-10-13,28,False
2019-10-20,18,False
2019-10-27,27,False
2019-11-03,48,False
2019-11-10,21,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,32,False
2019-12-08,27,False
2019-12-15,32,False
2019-12-22,9,False
2019-12-29,13,False
2020-01-05,61,False
2020-01-12,36,False
2020-01-19,58,False
2020-01-26,64,False
2020-02-02,23,False
2020-02-09,25,False
2020-02-16,28,False
2020-02-23,15,False
2020-03-01,23,False
2020-03-08,15,False
2020-03-15,22,False
2020-03-22,7,False
2020-03-29,14,False
2020-04-05,29,False
2020-04-12,23,False
2020-04-19,15,False
2020-04-26,15,False
2020-05-03,23,False
2020-05-10,23,False
2020-05-17,16,False
2020-05-24,12,False
2020-05-31,7,False
2020-06-07,19,False
2020-06-14,25,False
2020-06-21,11,False
2020-06-28,33,False
2020-07-05,7,False
