date,matrimonio,isPartial
2018-01-07,34,False
2018-01-14,35,False
2018-01-21,25,False
2018-01-28,17,False
2018-02-04,33,False
2018-02-11,29,False
2018-02-18,15,False
2018-02-25,38,False
2018-03-04,16,False
2018-03-11,32,False
2018-03-18,17,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,44,False
2018-04-15,60,False
2018-04-22,51,False
2018-04-29,38,False
2018-05-06,41,False
2018-05-13,92,False
2018-05-20,85,False
2018-05-27,19,False
2018-06-03,79,False
2018-06-10,38,False
2018-06-17,29,False
2018-06-24,27,False
2018-07-01,60,False
2018-07-08,41,False
2018-07-15,32,False
2018-07-22,46,False
2018-07-29,30,False
2018-08-05,37,False
2018-08-12,23,False
2018-08-19,19,False
2018-08-26,79,False
2018-09-02,84,False
2018-09-09,36,False
2018-09-16,19,False
2018-09-23,65,False
2018-09-30,39,False
2018-10-07,40,False
2018-10-14,41,False
2018-10-21,41,False
2018-10-28,19,False
2018-11-04,56,False
2018-11-11,57,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,36,False
2018-12-09,36,False
2018-12-16,0,False
2018-12-23,22,False
2018-12-30,12,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,30,False
2019-01-27,23,False
2019-02-03,15,False
2019-02-10,60,False
2019-02-17,15,False
2019-02-24,23,False
2019-03-03,37,False
2019-03-10,0,False
2019-03-17,17,False
2019-03-24,17,False
2019-03-31,17,False
2019-04-07,18,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,63,False
2019-05-05,47,False
2019-05-12,37,False
2019-05-19,100,False
2019-05-26,72,False
2019-06-02,27,False
2019-06-09,35,False
2019-06-16,54,False
2019-06-23,17,False
2019-06-30,23,False
2019-07-07,23,False
2019-07-14,44,False
2019-07-21,49,False
2019-07-28,0,False
2019-08-04,53,False
2019-08-11,31,False
2019-08-18,22,False
2019-08-25,40,False
2019-09-01,31,False
2019-09-08,80,False
2019-09-15,69,False
2019-09-22,25,False
2019-09-29,35,False
2019-10-06,81,False
2019-10-13,26,False
2019-10-20,67,False
2019-10-27,31,False
2019-11-03,58,False
2019-11-10,25,False
2019-11-17,32,False
2019-11-24,23,False
2019-12-01,16,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,13,False
2019-12-29,19,False
2020-01-05,20,False
2020-01-12,47,False
2020-01-19,20,False
2020-01-26,26,False
2020-02-02,32,False
2020-02-09,39,False
2020-02-16,12,False
2020-02-23,11,False
2020-03-01,24,False
2020-03-08,25,False
2020-03-15,14,False
2020-03-22,13,False
2020-03-29,20,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,28,False
2020-04-26,22,True
