date,matrimonio,isPartial
2018-01-07,25,False
2018-01-14,28,False
2018-01-21,25,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,38,False
2018-02-18,28,False
2018-02-25,32,False
2018-03-04,27,False
2018-03-11,25,False
2018-03-18,19,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,45,False
2018-04-15,35,False
2018-04-22,26,False
2018-04-29,61,False
2018-05-06,40,False
2018-05-13,88,False
2018-05-20,81,False
2018-05-27,60,False
2018-06-03,59,False
2018-06-10,39,False
2018-06-17,30,False
2018-06-24,42,False
2018-07-01,45,False
2018-07-08,37,False
2018-07-15,33,False
2018-07-22,30,False
2018-07-29,29,False
2018-08-05,33,False
2018-08-12,28,False
2018-08-19,33,False
2018-08-26,100,False
2018-09-02,77,False
2018-09-09,63,False
2018-09-16,51,False
2018-09-23,55,False
2018-09-30,41,False
2018-10-07,46,False
2018-10-14,45,False
2018-10-21,38,False
2018-10-28,23,False
2018-11-04,21,False
2018-11-11,25,False
2018-11-18,9,False
2018-11-25,23,False
2018-12-02,19,False
2018-12-09,17,False
2018-12-16,10,False
2018-12-23,27,False
2018-12-30,33,False
2019-01-06,13,False
2019-01-13,19,False
2019-01-20,22,False
2019-01-27,19,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,28,False
2019-03-03,28,False
2019-03-10,34,False
2019-03-17,17,False
2019-03-24,35,False
2019-03-31,33,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,32,False
2019-04-28,42,False
2019-05-05,64,False
2019-05-12,46,False
2019-05-19,50,False
2019-05-26,50,False
2019-06-02,37,False
2019-06-09,47,False
2019-06-16,22,False
2019-06-23,47,False
2019-06-30,28,False
2019-07-07,38,False
2019-07-14,32,False
2019-07-21,31,False
2019-07-28,37,False
2019-08-04,42,False
2019-08-11,31,False
2019-08-18,33,False
2019-08-25,43,False
2019-09-01,65,False
2019-09-08,63,False
2019-09-15,57,False
2019-09-22,55,False
2019-09-29,51,False
2019-10-06,34,False
2019-10-13,39,False
2019-10-20,32,False
2019-10-27,42,False
2019-11-03,26,False
2019-11-10,17,False
2019-11-17,27,False
2019-11-24,19,False
2019-12-01,22,False
2019-12-08,26,False
2019-12-15,16,False
2019-12-22,32,False
2019-12-29,24,False
2020-01-05,26,False
2020-01-12,28,False
2020-01-19,28,False
2020-01-26,21,False
2020-02-02,49,False
2020-02-09,19,False
2020-02-16,23,False
2020-02-23,17,False
2020-03-01,26,False
2020-03-08,10,False
2020-03-15,13,False
2020-03-22,13,False
2020-03-29,10,False
2020-04-05,12,False
2020-04-12,20,False
2020-04-19,25,False
2020-04-26,23,True
