date,matrimonio,isPartial
2018-01-07,21,False
2018-01-14,24,False
2018-01-21,25,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,21,False
2018-02-18,22,False
2018-02-25,21,False
2018-03-04,18,False
2018-03-11,23,False
2018-03-18,15,False
2018-03-25,21,False
2018-04-01,23,False
2018-04-08,23,False
2018-04-15,30,False
2018-04-22,27,False
2018-04-29,33,False
2018-05-06,37,False
2018-05-13,100,False
2018-05-20,75,False
2018-05-27,40,False
2018-06-03,35,False
2018-06-10,35,False
2018-06-17,33,False
2018-06-24,33,False
2018-07-01,31,False
2018-07-08,30,False
2018-07-15,26,False
2018-07-22,25,False
2018-07-29,25,False
2018-08-05,31,False
2018-08-12,20,False
2018-08-19,32,False
2018-08-26,77,False
2018-09-02,66,False
2018-09-09,32,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,22,False
2018-10-07,35,False
2018-10-14,24,False
2018-10-21,16,False
2018-10-28,17,False
2018-11-04,13,False
2018-11-11,22,False
2018-11-18,13,False
2018-11-25,18,False
2018-12-02,12,False
2018-12-09,13,False
2018-12-16,13,False
2018-12-23,18,False
2018-12-30,15,False
2019-01-06,18,False
2019-01-13,18,False
2019-01-20,20,False
2019-01-27,14,False
2019-02-03,20,False
2019-02-10,17,False
2019-02-17,18,False
2019-02-24,16,False
2019-03-03,17,False
2019-03-10,14,False
2019-03-17,19,False
2019-03-24,22,False
2019-03-31,23,False
2019-04-07,23,False
2019-04-14,19,False
2019-04-21,24,False
2019-04-28,26,False
2019-05-05,37,False
2019-05-12,29,False
2019-05-19,36,False
2019-05-26,32,False
2019-06-02,29,False
2019-06-09,36,False
2019-06-16,29,False
2019-06-23,27,False
2019-06-30,29,False
2019-07-07,25,False
2019-07-14,33,False
2019-07-21,25,False
2019-07-28,27,False
2019-08-04,28,False
2019-08-11,24,False
2019-08-18,23,False
2019-08-25,34,False
2019-09-01,44,False
2019-09-08,45,False
2019-09-15,42,False
2019-09-22,46,False
2019-09-29,43,False
2019-10-06,30,False
2019-10-13,27,False
2019-10-20,20,False
2019-10-27,21,False
2019-11-03,20,False
2019-11-10,13,False
2019-11-17,18,False
2019-11-24,14,False
2019-12-01,16,False
2019-12-08,17,False
2019-12-15,12,False
2019-12-22,15,False
2019-12-29,17,False
2020-01-05,22,False
2020-01-12,20,False
2020-01-19,20,False
2020-01-26,14,False
2020-02-02,21,False
2020-02-09,23,False
2020-02-16,20,False
2020-02-23,13,False
2020-03-01,17,False
2020-03-08,9,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,10,False
2020-04-05,12,False
2020-04-12,15,False
2020-04-19,15,False
2020-04-26,17,True
