date,matrimonio,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,24,False
2018-01-28,19,False
2018-02-04,22,False
2018-02-11,17,False
2018-02-18,18,False
2018-02-25,14,False
2018-03-04,19,False
2018-03-11,20,False
2018-03-18,14,False
2018-03-25,16,False
2018-04-01,19,False
2018-04-08,22,False
2018-04-15,26,False
2018-04-22,22,False
2018-04-29,23,False
2018-05-06,28,False
2018-05-13,100,False
2018-05-20,71,False
2018-05-27,37,False
2018-06-03,35,False
2018-06-10,29,False
2018-06-17,26,False
2018-06-24,29,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,25,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,29,False
2018-08-12,20,False
2018-08-19,22,False
2018-08-26,72,False
2018-09-02,64,False
2018-09-09,29,False
2018-09-16,20,False
2018-09-23,25,False
2018-09-30,24,False
2018-10-07,28,False
2018-10-14,19,False
2018-10-21,20,False
2018-10-28,15,False
2018-11-04,16,False
2018-11-11,17,False
2018-11-18,14,False
2018-11-25,16,False
2018-12-02,16,False
2018-12-09,13,False
2018-12-16,14,False
2018-12-23,17,False
2018-12-30,13,False
2019-01-06,17,False
2019-01-13,22,False
2019-01-20,23,False
2019-01-27,19,False
2019-02-03,15,False
2019-02-10,17,False
2019-02-17,11,False
2019-02-24,18,False
2019-03-03,18,False
2019-03-10,17,False
2019-03-17,15,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,22,False
2019-04-14,21,False
2019-04-21,19,False
2019-04-28,26,False
2019-05-05,28,False
2019-05-12,26,False
2019-05-19,35,False
2019-05-26,28,False
2019-06-02,28,False
2019-06-09,28,False
2019-06-16,26,False
2019-06-23,34,False
2019-06-30,21,False
2019-07-07,26,False
2019-07-14,24,False
2019-07-21,21,False
2019-07-28,18,False
2019-08-04,23,False
2019-08-11,22,False
2019-08-18,22,False
2019-08-25,27,False
2019-09-01,35,False
2019-09-08,37,False
2019-09-15,31,False
2019-09-22,39,False
2019-09-29,30,False
2019-10-06,28,False
2019-10-13,21,False
2019-10-20,17,False
2019-10-27,18,False
2019-11-03,17,False
2019-11-10,12,False
2019-11-17,14,False
2019-11-24,16,False
2019-12-01,15,False
2019-12-08,10,False
2019-12-15,12,False
2019-12-22,15,False
2019-12-29,16,False
2020-01-05,21,False
2020-01-12,19,False
2020-01-19,18,False
2020-01-26,15,False
2020-02-02,19,False
2020-02-09,21,False
2020-02-16,20,False
2020-02-23,13,False
2020-03-01,10,False
2020-03-08,10,False
2020-03-15,8,False
2020-03-22,7,False
2020-03-29,7,False
2020-04-05,8,False
2020-04-12,12,False
2020-04-19,13,False
2020-04-26,10,True
