date,phytothérapie,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,31,False
2018-02-11,0,False
2018-02-18,49,False
2018-02-25,33,False
2018-03-04,34,False
2018-03-11,34,False
2018-03-18,67,False
2018-03-25,56,False
2018-04-01,67,False
2018-04-08,33,False
2018-04-15,59,False
2018-04-22,51,False
2018-04-29,53,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,0,False
2018-06-03,67,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,85,False
2018-07-01,32,False
2018-07-08,35,False
2018-07-15,0,False
2018-07-22,37,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,39,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,35,False
2018-09-09,70,False
2018-09-16,34,False
2018-09-23,0,False
2018-09-30,35,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,34,False
2018-11-04,33,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,66,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,34,False
2019-01-13,100,False
2019-01-20,74,False
2019-01-27,32,False
2019-02-03,33,False
2019-02-10,35,False
2019-02-17,47,False
2019-02-24,34,False
2019-03-03,32,False
2019-03-10,56,False
2019-03-17,35,False
2019-03-24,69,False
2019-03-31,0,False
2019-04-07,36,False
2019-04-14,36,False
2019-04-21,66,False
2019-04-28,0,False
2019-05-05,32,False
2019-05-12,50,False
2019-05-19,33,False
2019-05-26,0,False
2019-06-02,31,False
2019-06-09,49,False
2019-06-16,33,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,0,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,36,False
2019-08-18,36,False
2019-08-25,0,False
2019-09-01,65,False
2019-09-08,33,False
2019-09-15,32,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,31,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,69,False
2019-11-03,30,False
2019-11-10,89,False
2019-11-17,30,False
2019-11-24,29,False
2019-12-01,29,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,30,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,0,False
2020-01-26,43,False
2020-02-02,29,False
2020-02-09,29,False
2020-02-16,29,False
2020-02-23,28,False
2020-03-01,54,False
2020-03-08,41,False
2020-03-15,24,False
2020-03-22,38,False
2020-03-29,23,False
2020-04-05,23,False
2020-04-12,24,False
2020-04-19,24,False
2020-04-26,22,False
2020-05-03,22,False
2020-05-10,23,False
2020-05-17,0,True
