date,phytothérapie,isPartial
2018-01-07,43,False
2018-01-14,48,False
2018-01-21,53,False
2018-01-28,97,False
2018-02-04,65,False
2018-02-11,32,False
2018-02-18,33,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,44,False
2018-03-25,99,False
2018-04-01,33,False
2018-04-08,67,False
2018-04-15,45,False
2018-04-22,32,False
2018-04-29,0,False
2018-05-06,69,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,66,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,51,False
2018-06-24,34,False
2018-07-01,33,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,68,False
2018-07-29,33,False
2018-08-05,33,False
2018-08-12,49,False
2018-08-19,65,False
2018-08-26,33,False
2018-09-02,67,False
2018-09-09,50,False
2018-09-16,49,False
2018-09-23,34,False
2018-09-30,50,False
2018-10-07,51,False
2018-10-14,70,False
2018-10-21,69,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,33,False
2018-11-18,97,False
2018-11-25,32,False
2018-12-02,66,False
2018-12-09,34,False
2018-12-16,68,False
2018-12-23,0,False
2018-12-30,70,False
2019-01-06,66,False
2019-01-13,65,False
2019-01-20,48,False
2019-01-27,32,False
2019-02-03,32,False
2019-02-10,68,False
2019-02-17,34,False
2019-02-24,33,False
2019-03-03,32,False
2019-03-10,44,False
2019-03-17,34,False
2019-03-24,69,False
2019-03-31,66,False
2019-04-07,35,False
2019-04-14,68,False
2019-04-21,32,False
2019-04-28,63,False
2019-05-05,31,False
2019-05-12,100,False
2019-05-19,0,False
2019-05-26,32,False
2019-06-02,50,False
2019-06-09,0,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,97,False
2019-07-07,32,False
2019-07-14,42,False
2019-07-21,32,False
2019-07-28,95,False
2019-08-04,30,False
2019-08-11,58,False
2019-08-18,0,False
2019-08-25,31,False
2019-09-01,0,False
2019-09-08,62,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,90,False
2019-10-06,60,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,41,False
2019-11-03,67,False
2019-11-10,86,False
2019-11-17,29,False
2019-11-24,28,False
2019-12-01,85,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,29,False
2020-01-26,27,False
2020-02-02,28,False
2020-02-09,68,False
2020-02-16,55,False
2020-02-23,40,False
2020-03-01,52,False
2020-03-08,39,False
2020-03-15,23,False
2020-03-22,45,False
2020-03-29,34,False
2020-04-05,38,False
2020-04-12,31,False
2020-04-19,23,False
2020-04-26,22,False
2020-05-03,22,False
2020-05-10,56,False
2020-05-17,60,True
