date,Maquillar,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,43,False
2018-01-28,43,False
2018-02-04,54,False
2018-02-11,44,False
2018-02-18,44,False
2018-02-25,21,False
2018-03-04,42,False
2018-03-11,0,False
2018-03-18,21,False
2018-03-25,32,False
2018-04-01,45,False
2018-04-08,31,False
2018-04-15,0,False
2018-04-22,44,False
2018-04-29,21,False
2018-05-06,22,False
2018-05-13,43,False
2018-05-20,54,False
2018-05-27,32,False
2018-06-03,53,False
2018-06-10,52,False
2018-06-17,45,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,34,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,63,False
2018-08-12,82,False
2018-08-19,80,False
2018-08-26,61,False
2018-09-02,21,False
2018-09-09,35,False
2018-09-16,57,False
2018-09-23,32,False
2018-09-30,45,False
2018-10-07,89,False
2018-10-14,87,False
2018-10-21,88,False
2018-10-28,100,False
2018-11-04,21,False
2018-11-11,43,False
2018-11-18,41,False
2018-11-25,32,False
2018-12-02,43,False
2018-12-09,31,False
2018-12-16,42,False
2018-12-23,68,False
2018-12-30,55,False
2019-01-06,42,False
2019-01-13,31,False
2019-01-20,40,False
2019-01-27,41,False
2019-02-03,21,False
2019-02-10,74,False
2019-02-17,31,False
2019-02-24,51,False
2019-03-03,31,False
2019-03-10,83,False
2019-03-17,21,False
2019-03-24,0,False
2019-03-31,40,False
2019-04-07,62,False
2019-04-14,0,False
2019-04-21,49,False
2019-04-28,40,False
2019-05-05,50,False
2019-05-12,0,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,29,False
2019-06-09,41,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,38,False
2019-08-11,47,False
2019-08-18,82,False
2019-08-25,28,False
2019-09-01,39,False
2019-09-08,39,False
2019-09-15,37,False
2019-09-22,29,False
2019-09-29,48,False
2019-10-06,0,False
2019-10-13,55,False
2019-10-20,27,False
2019-10-27,54,False
2019-11-03,36,False
2019-11-10,35,False
2019-11-17,45,False
2019-11-24,17,False
2019-12-01,37,False
2019-12-08,38,False
2019-12-15,18,False
2019-12-22,46,False
2019-12-29,65,False
2020-01-05,37,False
2020-01-12,17,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,62,False
2020-02-23,26,False
2020-03-01,33,False
2020-03-08,24,False
2020-03-15,15,False
2020-03-22,45,False
2020-03-29,30,False
2020-04-05,16,False
2020-04-12,26,True
