date,Maquillar,isPartial
2018-01-07,36,False
2018-01-14,25,False
2018-01-21,36,False
2018-01-28,72,False
2018-02-04,24,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,23,False
2018-03-04,35,False
2018-03-11,23,False
2018-03-18,73,False
2018-03-25,0,False
2018-04-01,46,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,60,False
2018-04-29,24,False
2018-05-06,96,False
2018-05-13,100,False
2018-05-20,98,False
2018-05-27,25,False
2018-06-03,23,False
2018-06-10,47,False
2018-06-17,51,False
2018-06-24,26,False
2018-07-01,39,False
2018-07-08,51,False
2018-07-15,54,False
2018-07-22,27,False
2018-07-29,52,False
2018-08-05,38,False
2018-08-12,37,False
2018-08-19,51,False
2018-08-26,49,False
2018-09-02,49,False
2018-09-09,37,False
2018-09-16,25,False
2018-09-23,24,False
2018-09-30,37,False
2018-10-07,0,False
2018-10-14,48,False
2018-10-21,25,False
2018-10-28,48,False
2018-11-04,34,False
2018-11-11,24,False
2018-11-18,45,False
2018-11-25,24,False
2018-12-02,50,False
2018-12-09,24,False
2018-12-16,74,False
2018-12-23,53,False
2018-12-30,0,False
2019-01-06,71,False
2019-01-13,23,False
2019-01-20,22,False
2019-01-27,23,False
2019-02-03,0,False
2019-02-10,72,False
2019-02-17,60,False
2019-02-24,96,False
2019-03-03,97,False
2019-03-10,49,False
2019-03-17,36,False
2019-03-24,25,False
2019-03-31,34,False
2019-04-07,60,False
2019-04-14,34,False
2019-04-21,23,False
2019-04-28,23,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,36,False
2019-06-02,46,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,99,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,51,False
2019-07-21,0,False
2019-07-28,39,False
2019-08-04,25,False
2019-08-11,72,False
2019-08-18,70,False
2019-08-25,34,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,45,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,34,False
2019-10-13,0,False
2019-10-20,63,False
2019-10-27,42,False
2019-11-03,41,False
2019-11-10,62,False
2019-11-17,52,False
2019-11-24,20,False
2019-12-01,32,False
2019-12-08,53,False
2019-12-15,53,False
2019-12-22,43,False
2019-12-29,33,False
2020-01-05,53,False
2020-01-12,77,False
2020-01-19,57,False
2020-01-26,0,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,90,False
2020-02-23,20,False
2020-03-01,38,False
2020-03-08,37,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,27,True
