date,Maquillar,isPartial
2018-01-07,19,False
2018-01-14,58,False
2018-01-21,19,False
2018-01-28,39,False
2018-02-04,68,False
2018-02-11,40,False
2018-02-18,50,False
2018-02-25,38,False
2018-03-04,19,False
2018-03-11,28,False
2018-03-18,59,False
2018-03-25,62,False
2018-04-01,56,False
2018-04-08,65,False
2018-04-15,38,False
2018-04-22,38,False
2018-04-29,39,False
2018-05-06,38,False
2018-05-13,51,False
2018-05-20,19,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,36,False
2018-06-17,51,False
2018-06-24,38,False
2018-07-01,19,False
2018-07-08,19,False
2018-07-15,29,False
2018-07-22,39,False
2018-07-29,38,False
2018-08-05,36,False
2018-08-12,19,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,37,False
2018-09-09,48,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,28,False
2018-10-07,49,False
2018-10-14,0,False
2018-10-21,57,False
2018-10-28,58,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,36,False
2018-11-25,28,False
2018-12-02,78,False
2018-12-09,48,False
2018-12-16,37,False
2018-12-23,22,False
2018-12-30,32,False
2019-01-06,29,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,92,False
2019-02-10,28,False
2019-02-17,47,False
2019-02-24,56,False
2019-03-03,47,False
2019-03-10,66,False
2019-03-17,40,False
2019-03-24,0,False
2019-03-31,37,False
2019-04-07,18,False
2019-04-14,19,False
2019-04-21,27,False
2019-04-28,0,False
2019-05-05,18,False
2019-05-12,19,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,26,False
2019-06-09,54,False
2019-06-16,18,False
2019-06-23,27,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,37,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,25,False
2019-08-11,17,False
2019-08-18,52,False
2019-08-25,52,False
2019-09-01,18,False
2019-09-08,45,False
2019-09-15,17,False
2019-09-22,34,False
2019-09-29,26,False
2019-10-06,34,False
2019-10-13,25,False
2019-10-20,68,False
2019-10-27,100,False
2019-11-03,33,False
2019-11-10,32,False
2019-11-17,17,False
2019-11-24,48,False
2019-12-01,26,False
2019-12-08,25,False
2019-12-15,33,False
2019-12-22,0,False
2019-12-29,45,False
2020-01-05,25,False
2020-01-12,38,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,32,False
2020-02-09,16,False
2020-02-16,81,False
2020-02-23,32,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,13,False
2020-04-05,28,False
2020-04-12,36,True
