date,Maquillar,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,46,False
2018-01-28,30,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,33,False
2018-03-25,70,False
2018-04-01,65,False
2018-04-08,0,False
2018-04-15,31,False
2018-04-22,44,False
2018-04-29,31,False
2018-05-06,60,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,30,False
2018-06-10,30,False
2018-06-17,32,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,100,False
2018-07-22,34,False
2018-07-29,34,False
2018-08-05,67,False
2018-08-12,51,False
2018-08-19,69,False
2018-08-26,67,False
2018-09-02,31,False
2018-09-09,60,False
2018-09-16,31,False
2018-09-23,45,False
2018-09-30,62,False
2018-10-07,63,False
2018-10-14,43,False
2018-10-21,31,False
2018-10-28,48,False
2018-11-04,46,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,33,False
2018-12-09,62,False
2018-12-16,33,False
2018-12-23,71,False
2018-12-30,53,False
2019-01-06,62,False
2019-01-13,30,False
2019-01-20,43,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,61,False
2019-02-24,30,False
2019-03-03,31,False
2019-03-10,31,False
2019-03-17,0,False
2019-03-24,60,False
2019-03-31,29,False
2019-04-07,63,False
2019-04-14,0,False
2019-04-21,62,False
2019-04-28,60,False
2019-05-05,31,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,29,False
2019-06-02,58,False
2019-06-09,60,False
2019-06-16,30,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,33,False
2019-07-28,0,False
2019-08-04,33,False
2019-08-11,33,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,28,False
2019-09-08,39,False
2019-09-15,0,False
2019-09-22,57,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,41,False
2019-11-03,40,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,39,False
2019-12-01,26,False
2019-12-08,28,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,72,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,75,False
2020-02-16,24,False
2020-02-23,72,False
2020-03-01,35,False
2020-03-08,45,False
2020-03-15,43,False
2020-03-22,57,False
2020-03-29,39,False
2020-04-05,22,False
2020-04-12,36,True
