date,cover band,isPartial
2018-01-07,26,False
2018-01-14,0,False
2018-01-21,37,False
2018-01-28,51,False
2018-02-04,0,False
2018-02-11,52,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,27,False
2018-03-25,27,False
2018-04-01,29,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,56,False
2018-04-29,54,False
2018-05-06,53,False
2018-05-13,40,False
2018-05-20,0,False
2018-05-27,54,False
2018-06-03,27,False
2018-06-10,52,False
2018-06-17,57,False
2018-06-24,89,False
2018-07-01,0,False
2018-07-08,87,False
2018-07-15,60,False
2018-07-22,31,False
2018-07-29,32,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,55,False
2018-08-26,31,False
2018-09-02,29,False
2018-09-09,0,False
2018-09-16,28,False
2018-09-23,57,False
2018-09-30,29,False
2018-10-07,29,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,42,False
2018-11-04,0,False
2018-11-11,27,False
2018-11-18,52,False
2018-11-25,27,False
2018-12-02,41,False
2018-12-09,27,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,74,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,25,False
2019-02-17,0,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,43,False
2019-04-28,0,False
2019-05-05,26,False
2019-05-12,0,False
2019-05-19,75,False
2019-05-26,0,False
2019-06-02,100,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,26,False
2019-07-14,27,False
2019-07-21,28,False
2019-07-28,29,False
2019-08-04,30,False
2019-08-11,33,False
2019-08-18,30,False
2019-08-25,27,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,48,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,0,False
2019-10-13,73,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,48,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,87,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,41,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,0,True
