date,Dachdecker,isPartial
2018-01-07,76,False
2018-01-14,33,False
2018-01-21,62,False
2018-01-28,59,False
2018-02-04,71,False
2018-02-11,76,False
2018-02-18,57,False
2018-02-25,23,False
2018-03-04,59,False
2018-03-11,40,False
2018-03-18,61,False
2018-03-25,43,False
2018-04-01,37,False
2018-04-08,45,False
2018-04-15,49,False
2018-04-22,63,False
2018-04-29,54,False
2018-05-06,39,False
2018-05-13,47,False
2018-05-20,41,False
2018-05-27,46,False
2018-06-03,76,False
2018-06-10,50,False
2018-06-17,73,False
2018-06-24,59,False
2018-07-01,58,False
2018-07-08,48,False
2018-07-15,51,False
2018-07-22,49,False
2018-07-29,52,False
2018-08-05,50,False
2018-08-12,50,False
2018-08-19,60,False
2018-08-26,73,False
2018-09-02,39,False
2018-09-09,70,False
2018-09-16,46,False
2018-09-23,59,False
2018-09-30,43,False
2018-10-07,60,False
2018-10-14,30,False
2018-10-21,54,False
2018-10-28,32,False
2018-11-04,41,False
2018-11-11,65,False
2018-11-18,61,False
2018-11-25,54,False
2018-12-02,39,False
2018-12-09,52,False
2018-12-16,40,False
2018-12-23,14,False
2018-12-30,32,False
2019-01-06,37,False
2019-01-13,34,False
2019-01-20,46,False
2019-01-27,46,False
2019-02-03,27,False
2019-02-10,28,False
2019-02-17,50,False
2019-02-24,45,False
2019-03-03,78,False
2019-03-10,51,False
2019-03-17,57,False
2019-03-24,41,False
2019-03-31,49,False
2019-04-07,33,False
2019-04-14,43,False
2019-04-21,38,False
2019-04-28,45,False
2019-05-05,40,False
2019-05-12,50,False
2019-05-19,70,False
2019-05-26,57,False
2019-06-02,100,False
2019-06-09,50,False
2019-06-16,72,False
2019-06-23,61,False
2019-06-30,44,False
2019-07-07,39,False
2019-07-14,39,False
2019-07-21,37,False
2019-07-28,65,False
2019-08-04,73,False
2019-08-11,78,False
2019-08-18,58,False
2019-08-25,47,False
2019-09-01,45,False
2019-09-08,49,False
2019-09-15,47,False
2019-09-22,66,False
2019-09-29,60,False
2019-10-06,47,False
2019-10-13,48,False
2019-10-20,72,False
2019-10-27,47,False
2019-11-03,69,False
2019-11-10,67,False
2019-11-17,50,False
2019-11-24,49,False
2019-12-01,34,False
2019-12-08,50,False
2019-12-15,64,False
2019-12-22,15,False
2019-12-29,29,False
2020-01-05,32,False
2020-01-12,52,False
2020-01-19,60,False
2020-01-26,40,False
2020-02-02,54,False
2020-02-09,89,False
2020-02-16,96,False
2020-02-23,73,False
2020-03-01,72,False
2020-03-08,67,False
2020-03-15,47,False
2020-03-22,52,False
2020-03-29,51,False
2020-04-05,62,False
2020-04-12,57,False
2020-04-19,62,False
2020-04-26,85,False
2020-05-03,59,False
2020-05-10,42,False
