date,Dachdecker,isPartial
2018-01-07,11,False
2018-01-14,22,False
2018-01-21,39,False
2018-01-28,22,False
2018-02-04,28,False
2018-02-11,54,False
2018-02-18,22,False
2018-02-25,11,False
2018-03-04,34,False
2018-03-11,11,False
2018-03-18,38,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,17,False
2018-04-15,64,False
2018-04-22,28,False
2018-04-29,24,False
2018-05-06,25,False
2018-05-13,17,False
2018-05-20,12,False
2018-05-27,100,False
2018-06-03,39,False
2018-06-10,27,False
2018-06-17,22,False
2018-06-24,69,False
2018-07-01,34,False
2018-07-08,46,False
2018-07-15,12,False
2018-07-22,50,False
2018-07-29,31,False
2018-08-05,53,False
2018-08-12,34,False
2018-08-19,12,False
2018-08-26,41,False
2018-09-02,23,False
2018-09-09,34,False
2018-09-16,17,False
2018-09-23,35,False
2018-09-30,13,False
2018-10-07,49,False
2018-10-14,28,False
2018-10-21,0,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,22,False
2018-12-09,11,False
2018-12-16,17,False
2018-12-23,16,False
2018-12-30,45,False
2019-01-06,31,False
2019-01-13,32,False
2019-01-20,21,False
2019-01-27,37,False
2019-02-03,42,False
2019-02-10,32,False
2019-02-17,21,False
2019-02-24,16,False
2019-03-03,44,False
2019-03-10,33,False
2019-03-17,38,False
2019-03-24,22,False
2019-03-31,33,False
2019-04-07,17,False
2019-04-14,66,False
2019-04-21,24,False
2019-04-28,44,False
2019-05-05,53,False
2019-05-12,34,False
2019-05-19,44,False
2019-05-26,35,False
2019-06-02,40,False
2019-06-09,30,False
2019-06-16,24,False
2019-06-23,12,False
2019-06-30,43,False
2019-07-07,38,False
2019-07-14,46,False
2019-07-21,42,False
2019-07-28,53,False
2019-08-04,12,False
2019-08-11,29,False
2019-08-18,12,False
2019-08-25,36,False
2019-09-01,23,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,33,False
2019-09-29,44,False
2019-10-06,35,False
2019-10-13,28,False
2019-10-20,35,False
2019-10-27,28,False
2019-11-03,42,False
2019-11-10,22,False
2019-11-17,35,False
2019-11-24,21,False
2019-12-01,28,False
2019-12-08,23,False
2019-12-15,35,False
2019-12-22,32,False
2019-12-29,41,False
2020-01-05,21,False
2020-01-12,47,False
2020-01-19,36,False
2020-01-26,25,False
2020-02-02,26,False
2020-02-09,34,False
2020-02-16,41,False
2020-02-23,40,False
2020-03-01,29,False
2020-03-08,50,False
2020-03-15,35,False
2020-03-22,17,False
2020-03-29,12,False
2020-04-05,22,False
2020-04-12,34,False
2020-04-19,34,False
2020-04-26,29,False
2020-05-03,20,False
2020-05-10,25,False
