date,Dachdecker,isPartial
2018-01-07,20,False
2018-01-14,100,False
2018-01-21,59,False
2018-01-28,49,False
2018-02-04,30,False
2018-02-11,27,False
2018-02-18,22,False
2018-02-25,16,False
2018-03-04,18,False
2018-03-11,20,False
2018-03-18,26,False
2018-03-25,23,False
2018-04-01,25,False
2018-04-08,23,False
2018-04-15,29,False
2018-04-22,23,False
2018-04-29,27,False
2018-05-06,30,False
2018-05-13,16,False
2018-05-20,22,False
2018-05-27,22,False
2018-06-03,21,False
2018-06-10,23,False
2018-06-17,22,False
2018-06-24,21,False
2018-07-01,12,False
2018-07-08,17,False
2018-07-15,13,False
2018-07-22,14,False
2018-07-29,28,False
2018-08-05,26,False
2018-08-12,25,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,17,False
2018-09-09,29,False
2018-09-16,19,False
2018-09-23,27,False
2018-09-30,20,False
2018-10-07,13,False
2018-10-14,19,False
2018-10-21,29,False
2018-10-28,20,False
2018-11-04,29,False
2018-11-11,16,False
2018-11-18,12,False
2018-11-25,16,False
2018-12-02,10,False
2018-12-09,7,False
2018-12-16,22,False
2018-12-23,10,False
2018-12-30,10,False
2019-01-06,7,False
2019-01-13,26,False
2019-01-20,12,False
2019-01-27,16,False
2019-02-03,12,False
2019-02-10,24,False
2019-02-17,21,False
2019-02-24,27,False
2019-03-03,28,False
2019-03-10,33,False
2019-03-17,35,False
2019-03-24,28,False
2019-03-31,23,False
2019-04-07,19,False
2019-04-14,12,False
2019-04-21,25,False
2019-04-28,12,False
2019-05-05,14,False
2019-05-12,13,False
2019-05-19,22,False
2019-05-26,19,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,25,False
2019-06-23,12,False
2019-06-30,16,False
2019-07-07,11,False
2019-07-14,25,False
2019-07-21,19,False
2019-07-28,10,False
2019-08-04,17,False
2019-08-11,20,False
2019-08-18,14,False
2019-08-25,15,False
2019-09-01,11,False
2019-09-08,31,False
2019-09-15,19,False
2019-09-22,27,False
2019-09-29,14,False
2019-10-06,18,False
2019-10-13,20,False
2019-10-20,15,False
2019-10-27,26,False
2019-11-03,27,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,6,False
2019-12-01,9,False
2019-12-08,11,False
2019-12-15,6,False
2019-12-22,9,False
2019-12-29,10,False
2020-01-05,16,False
2020-01-12,9,False
2020-01-19,12,False
2020-01-26,13,False
2020-02-02,24,False
2020-02-09,34,False
2020-02-16,29,False
2020-02-23,20,False
2020-03-01,28,False
2020-03-08,16,False
2020-03-15,18,False
2020-03-22,8,False
2020-03-29,17,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,17,False
2020-04-26,14,False
2020-05-03,26,False
2020-05-10,16,False
