date,idee matrimonio,isPartial
2018-01-07,24,False
2018-01-14,24,False
2018-01-21,83,False
2018-01-28,30,False
2018-02-04,41,False
2018-02-11,41,False
2018-02-18,58,False
2018-02-25,23,False
2018-03-04,11,False
2018-03-11,28,False
2018-03-18,23,False
2018-03-25,30,False
2018-04-01,37,False
2018-04-08,51,False
2018-04-15,35,False
2018-04-22,79,False
2018-04-29,89,False
2018-05-06,40,False
2018-05-13,45,False
2018-05-20,45,False
2018-05-27,34,False
2018-06-03,64,False
2018-06-10,63,False
2018-06-17,35,False
2018-06-24,54,False
2018-07-01,47,False
2018-07-08,24,False
2018-07-15,48,False
2018-07-22,37,False
2018-07-29,26,False
2018-08-05,21,False
2018-08-12,55,False
2018-08-19,31,False
2018-08-26,68,False
2018-09-02,51,False
2018-09-09,100,False
2018-09-16,44,False
2018-09-23,28,False
2018-09-30,61,False
2018-10-07,17,False
2018-10-14,23,False
2018-10-21,39,False
2018-10-28,33,False
2018-11-04,16,False
2018-11-11,33,False
2018-11-18,11,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,40,False
2018-12-30,52,False
2019-01-06,45,False
2019-01-13,37,False
2019-01-20,37,False
2019-01-27,26,False
2019-02-03,32,False
2019-02-10,32,False
2019-02-17,38,False
2019-02-24,28,False
2019-03-03,56,False
2019-03-10,22,False
2019-03-17,17,False
2019-03-24,12,False
2019-03-31,57,False
2019-04-07,39,False
2019-04-14,47,False
2019-04-21,38,False
2019-04-28,46,False
2019-05-05,39,False
2019-05-12,38,False
2019-05-19,43,False
2019-05-26,64,False
2019-06-02,46,False
2019-06-09,62,False
2019-06-16,68,False
2019-06-23,41,False
2019-06-30,29,False
2019-07-07,11,False
2019-07-14,41,False
2019-07-21,49,False
2019-07-28,31,False
2019-08-04,41,False
2019-08-11,15,False
2019-08-18,43,False
2019-08-25,38,False
2019-09-01,32,False
2019-09-08,71,False
2019-09-15,26,False
2019-09-22,41,False
2019-09-29,37,False
2019-10-06,21,False
2019-10-13,11,False
2019-10-20,25,False
2019-10-27,10,False
2019-11-03,30,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,10,False
2019-12-15,11,False
2019-12-22,19,False
2019-12-29,31,False
2020-01-05,21,False
2020-01-12,14,False
2020-01-19,20,False
2020-01-26,14,False
2020-02-02,19,False
2020-02-09,24,False
2020-02-16,29,False
2020-02-23,27,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,27,False
2020-03-29,0,False
2020-04-05,9,False
2020-04-12,9,False
2020-04-19,36,False
2020-04-26,39,True
