date,congressi,isPartial
2018-01-07,28,False
2018-01-14,43,False
2018-01-21,71,False
2018-01-28,69,False
2018-02-04,42,False
2018-02-11,21,False
2018-02-18,50,False
2018-02-25,49,False
2018-03-04,44,False
2018-03-11,29,False
2018-03-18,15,False
2018-03-25,46,False
2018-04-01,79,False
2018-04-08,61,False
2018-04-15,31,False
2018-04-22,72,False
2018-04-29,46,False
2018-05-06,15,False
2018-05-13,52,False
2018-05-20,82,False
2018-05-27,45,False
2018-06-03,30,False
2018-06-10,51,False
2018-06-17,30,False
2018-06-24,30,False
2018-07-01,29,False
2018-07-08,22,False
2018-07-15,45,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,16,False
2018-08-12,25,False
2018-08-19,23,False
2018-08-26,65,False
2018-09-02,36,False
2018-09-09,44,False
2018-09-16,29,False
2018-09-23,45,False
2018-09-30,52,False
2018-10-07,31,False
2018-10-14,70,False
2018-10-21,91,False
2018-10-28,22,False
2018-11-04,51,False
2018-11-11,100,False
2018-11-18,97,False
2018-11-25,60,False
2018-12-02,32,False
2018-12-09,40,False
2018-12-16,33,False
2018-12-23,18,False
2018-12-30,16,False
2019-01-06,37,False
2019-01-13,22,False
2019-01-20,42,False
2019-01-27,27,False
2019-02-03,42,False
2019-02-10,49,False
2019-02-17,57,False
2019-02-24,56,False
2019-03-03,36,False
2019-03-10,36,False
2019-03-17,29,False
2019-03-24,37,False
2019-03-31,57,False
2019-04-07,71,False
2019-04-14,37,False
2019-04-21,30,False
2019-04-28,28,False
2019-05-05,34,False
2019-05-12,95,False
2019-05-19,27,False
2019-05-26,33,False
2019-06-02,21,False
2019-06-09,29,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,36,False
2019-07-07,29,False
2019-07-14,53,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,51,False
2019-08-18,31,False
2019-08-25,35,False
2019-09-01,27,False
2019-09-08,49,False
2019-09-15,43,False
2019-09-22,98,False
2019-09-29,89,False
2019-10-06,68,False
2019-10-13,27,False
2019-10-20,47,False
2019-10-27,80,False
2019-11-03,46,False
2019-11-10,65,False
2019-11-17,33,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,69,False
2019-12-15,34,False
2019-12-22,16,False
2019-12-29,30,False
2020-01-05,33,False
2020-01-12,56,False
2020-01-19,64,False
2020-01-26,38,False
2020-02-02,56,False
2020-02-09,57,False
2020-02-16,25,False
2020-02-23,24,False
2020-03-01,35,False
2020-03-08,23,False
2020-03-15,35,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,12,False
2020-04-12,11,False
2020-04-19,11,False
2020-04-26,39,True
