date,congressi,isPartial
2018-01-07,81,False
2018-01-14,63,False
2018-01-21,39,False
2018-01-28,83,False
2018-02-04,53,False
2018-02-11,45,False
2018-02-18,83,False
2018-02-25,43,False
2018-03-04,60,False
2018-03-11,89,False
2018-03-18,54,False
2018-03-25,47,False
2018-04-01,49,False
2018-04-08,46,False
2018-04-15,79,False
2018-04-22,32,False
2018-04-29,53,False
2018-05-06,52,False
2018-05-13,46,False
2018-05-20,23,False
2018-05-27,15,False
2018-06-03,38,False
2018-06-10,51,False
2018-06-17,38,False
2018-06-24,76,False
2018-07-01,30,False
2018-07-08,29,False
2018-07-15,23,False
2018-07-22,37,False
2018-07-29,47,False
2018-08-05,47,False
2018-08-12,16,False
2018-08-19,48,False
2018-08-26,61,False
2018-09-02,45,False
2018-09-09,52,False
2018-09-16,66,False
2018-09-23,30,False
2018-09-30,30,False
2018-10-07,70,False
2018-10-14,31,False
2018-10-21,46,False
2018-10-28,37,False
2018-11-04,45,False
2018-11-11,55,False
2018-11-18,69,False
2018-11-25,54,False
2018-12-02,16,False
2018-12-09,48,False
2018-12-16,66,False
2018-12-23,29,False
2018-12-30,17,False
2019-01-06,24,False
2019-01-13,70,False
2019-01-20,73,False
2019-01-27,57,False
2019-02-03,74,False
2019-02-10,61,False
2019-02-17,62,False
2019-02-24,46,False
2019-03-03,63,False
2019-03-10,84,False
2019-03-17,54,False
2019-03-24,47,False
2019-03-31,38,False
2019-04-07,100,False
2019-04-14,31,False
2019-04-21,77,False
2019-04-28,30,False
2019-05-05,80,False
2019-05-12,51,False
2019-05-19,79,False
2019-05-26,56,False
2019-06-02,53,False
2019-06-09,60,False
2019-06-16,32,False
2019-06-23,63,False
2019-06-30,38,False
2019-07-07,37,False
2019-07-14,45,False
2019-07-21,30,False
2019-07-28,31,False
2019-08-04,48,False
2019-08-11,17,False
2019-08-18,15,False
2019-08-25,14,False
2019-09-01,28,False
2019-09-08,79,False
2019-09-15,64,False
2019-09-22,41,False
2019-09-29,42,False
2019-10-06,64,False
2019-10-13,64,False
2019-10-20,90,False
2019-10-27,54,False
2019-11-03,74,False
2019-11-10,49,False
2019-11-17,47,False
2019-11-24,62,False
2019-12-01,57,False
2019-12-08,28,False
2019-12-15,14,False
2019-12-22,35,False
2019-12-29,16,False
2020-01-05,58,False
2020-01-12,66,False
2020-01-19,35,False
2020-01-26,46,False
2020-02-02,72,False
2020-02-09,68,False
2020-02-16,34,False
2020-02-23,50,False
2020-03-01,44,False
2020-03-08,12,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,12,False
2020-04-19,0,False
2020-04-26,39,True
