date,congressi,isPartial
2018-01-07,37,False
2018-01-14,26,False
2018-01-21,34,False
2018-01-28,30,False
2018-02-04,19,False
2018-02-11,26,False
2018-02-18,20,False
2018-02-25,10,False
2018-03-04,20,False
2018-03-11,36,False
2018-03-18,37,False
2018-03-25,11,False
2018-04-01,28,False
2018-04-08,41,False
2018-04-15,38,False
2018-04-22,22,False
2018-04-29,11,False
2018-05-06,42,False
2018-05-13,26,False
2018-05-20,37,False
2018-05-27,26,False
2018-06-03,42,False
2018-06-10,41,False
2018-06-17,17,False
2018-06-24,35,False
2018-07-01,17,False
2018-07-08,34,False
2018-07-15,12,False
2018-07-22,0,False
2018-07-29,13,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,21,False
2018-08-26,36,False
2018-09-02,35,False
2018-09-09,68,False
2018-09-16,17,False
2018-09-23,17,False
2018-09-30,45,False
2018-10-07,23,False
2018-10-14,23,False
2018-10-21,100,False
2018-10-28,22,False
2018-11-04,52,False
2018-11-11,48,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,32,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,38,False
2018-12-30,12,False
2019-01-06,10,False
2019-01-13,36,False
2019-01-20,19,False
2019-01-27,38,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,25,False
2019-02-24,15,False
2019-03-03,36,False
2019-03-10,41,False
2019-03-17,26,False
2019-03-24,15,False
2019-03-31,30,False
2019-04-07,20,False
2019-04-14,26,False
2019-04-21,0,False
2019-04-28,11,False
2019-05-05,41,False
2019-05-12,45,False
2019-05-19,49,False
2019-05-26,34,False
2019-06-02,45,False
2019-06-09,15,False
2019-06-16,30,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,10,False
2019-07-14,42,False
2019-07-21,11,False
2019-07-28,17,False
2019-08-04,18,False
2019-08-11,13,False
2019-08-18,24,False
2019-08-25,16,False
2019-09-01,38,False
2019-09-08,30,False
2019-09-15,52,False
2019-09-22,39,False
2019-09-29,34,False
2019-10-06,25,False
2019-10-13,34,False
2019-10-20,23,False
2019-10-27,19,False
2019-11-03,18,False
2019-11-10,37,False
2019-11-17,18,False
2019-11-24,27,False
2019-12-01,37,False
2019-12-08,10,False
2019-12-15,14,False
2019-12-22,0,False
2019-12-29,10,False
2020-01-05,27,False
2020-01-12,25,False
2020-01-19,39,False
2020-01-26,34,False
2020-02-02,17,False
2020-02-09,39,False
2020-02-16,30,False
2020-02-23,12,False
2020-03-01,20,False
2020-03-08,11,False
2020-03-15,8,False
2020-03-22,7,False
2020-03-29,8,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,8,False
2020-04-26,0,True
