date,congressi,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,64,False
2018-02-04,0,False
2018-02-11,50,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,32,False
2018-03-11,0,False
2018-03-18,32,False
2018-03-25,33,False
2018-04-01,71,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,34,False
2018-04-29,32,False
2018-05-06,32,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,33,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,32,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,99,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,31,False
2018-09-02,32,False
2018-09-09,33,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,32,False
2018-10-07,33,False
2018-10-14,83,False
2018-10-21,49,False
2018-10-28,63,False
2018-11-04,32,False
2018-11-11,50,False
2018-11-18,63,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,47,False
2018-12-23,35,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,43,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,28,False
2019-02-10,28,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,29,False
2019-03-10,0,False
2019-03-17,28,False
2019-03-24,0,False
2019-03-31,29,False
2019-04-07,43,False
2019-04-14,0,False
2019-04-21,30,False
2019-04-28,27,False
2019-05-05,55,False
2019-05-12,55,False
2019-05-19,27,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,0,False
2019-06-16,30,False
2019-06-23,29,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,59,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,32,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,54,False
2019-09-22,52,False
2019-09-29,26,False
2019-10-06,27,False
2019-10-13,54,False
2019-10-20,80,False
2019-10-27,53,False
2019-11-03,63,False
2019-11-10,26,False
2019-11-17,50,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,27,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,32,False
2020-01-05,71,False
2020-01-12,38,False
2020-01-19,26,False
2020-01-26,49,False
2020-02-02,37,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,44,False
2020-04-26,0,True
