date,congressi,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,32,False
2018-01-28,49,False
2018-02-04,64,False
2018-02-11,32,False
2018-02-18,96,False
2018-02-25,78,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,33,False
2018-04-01,34,False
2018-04-08,31,False
2018-04-15,33,False
2018-04-22,100,False
2018-04-29,0,False
2018-05-06,31,False
2018-05-13,32,False
2018-05-20,62,False
2018-05-27,62,False
2018-06-03,45,False
2018-06-10,28,False
2018-06-17,0,False
2018-06-24,41,False
2018-07-01,38,False
2018-07-08,52,False
2018-07-15,51,False
2018-07-22,25,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,24,False
2018-08-26,53,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,27,False
2018-09-30,29,False
2018-10-07,46,False
2018-10-14,31,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,49,False
2018-11-18,32,False
2018-11-25,32,False
2018-12-02,33,False
2018-12-09,0,False
2018-12-16,35,False
2018-12-23,38,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,62,False
2019-02-03,64,False
2019-02-10,0,False
2019-02-17,50,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,33,False
2019-03-31,66,False
2019-04-07,32,False
2019-04-14,33,False
2019-04-21,0,False
2019-04-28,48,False
2019-05-05,63,False
2019-05-12,77,False
2019-05-19,31,False
2019-05-26,30,False
2019-06-02,31,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,87,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,27,False
2019-07-21,27,False
2019-07-28,27,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,23,False
2019-08-25,46,False
2019-09-01,48,False
2019-09-08,26,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,84,False
2019-10-06,57,False
2019-10-13,29,False
2019-10-20,28,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,55,False
2019-11-17,28,False
2019-11-24,53,False
2019-12-01,27,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,39,False
2020-01-19,51,False
2020-01-26,52,False
2020-02-02,51,False
2020-02-09,26,False
2020-02-16,52,False
2020-02-23,25,False
2020-03-01,0,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
