date,technics,isPartial
2018-01-07,19,False
2018-01-14,18,False
2018-01-21,0,False
2018-01-28,18,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,90,False
2018-02-25,17,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,58,False
2018-04-01,20,False
2018-04-08,36,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,38,False
2018-05-06,18,False
2018-05-13,19,False
2018-05-20,19,False
2018-05-27,37,False
2018-06-03,18,False
2018-06-10,0,False
2018-06-17,20,False
2018-06-24,41,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,64,False
2018-07-29,22,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,21,False
2018-09-02,20,False
2018-09-09,40,False
2018-09-16,39,False
2018-09-23,40,False
2018-09-30,40,False
2018-10-07,100,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,37,False
2018-11-11,57,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,90,False
2018-12-30,21,False
2019-01-06,18,False
2019-01-13,18,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,34,False
2019-02-17,87,False
2019-02-24,18,False
2019-03-03,18,False
2019-03-10,0,False
2019-03-17,73,False
2019-03-24,0,False
2019-03-31,35,False
2019-04-07,35,False
2019-04-14,36,False
2019-04-21,20,False
2019-04-28,37,False
2019-05-05,36,False
2019-05-12,71,False
2019-05-19,35,False
2019-05-26,0,False
2019-06-02,35,False
2019-06-09,34,False
2019-06-16,54,False
2019-06-23,18,False
2019-06-30,18,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,37,False
2019-09-01,17,False
2019-09-08,52,False
2019-09-15,33,False
2019-09-22,51,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,34,False
2019-10-20,16,False
2019-10-27,49,False
2019-11-03,0,False
2019-11-10,49,False
2019-11-17,64,False
2019-11-24,31,False
2019-12-01,17,False
2019-12-08,34,False
2019-12-15,33,False
2019-12-22,38,False
2019-12-29,36,False
2020-01-05,0,False
2020-01-12,15,False
2020-01-19,15,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,15,False
2020-02-23,71,False
2020-03-01,14,False
2020-03-08,27,False
2020-03-15,27,False
2020-03-22,39,False
2020-03-29,40,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,27,False
2020-04-26,68,True
