date,Musica Rilassante,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,0,False
2018-02-04,86,False
2018-02-11,65,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,22,False
2018-03-11,45,False
2018-03-18,89,False
2018-03-25,23,False
2018-04-01,25,False
2018-04-08,35,False
2018-04-15,34,False
2018-04-22,71,False
2018-04-29,36,False
2018-05-06,23,False
2018-05-13,0,False
2018-05-20,23,False
2018-05-27,48,False
2018-06-03,47,False
2018-06-10,22,False
2018-06-17,33,False
2018-06-24,88,False
2018-07-01,23,False
2018-07-08,22,False
2018-07-15,23,False
2018-07-22,42,False
2018-07-29,30,False
2018-08-05,38,False
2018-08-12,32,False
2018-08-19,40,False
2018-08-26,57,False
2018-09-02,22,False
2018-09-09,36,False
2018-09-16,48,False
2018-09-23,59,False
2018-09-30,34,False
2018-10-07,37,False
2018-10-14,59,False
2018-10-21,47,False
2018-10-28,0,False
2018-11-04,69,False
2018-11-11,36,False
2018-11-18,71,False
2018-11-25,70,False
2018-12-02,25,False
2018-12-09,24,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,47,False
2019-01-20,77,False
2019-01-27,33,False
2019-02-03,22,False
2019-02-10,0,False
2019-02-17,46,False
2019-02-24,23,False
2019-03-03,24,False
2019-03-10,23,False
2019-03-17,71,False
2019-03-24,23,False
2019-03-31,46,False
2019-04-07,35,False
2019-04-14,25,False
2019-04-21,48,False
2019-04-28,47,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,47,False
2019-05-26,22,False
2019-06-02,95,False
2019-06-09,25,False
2019-06-16,24,False
2019-06-23,46,False
2019-06-30,48,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,45,False
2019-07-28,43,False
2019-08-04,20,False
2019-08-11,19,False
2019-08-18,28,False
2019-08-25,64,False
2019-09-01,83,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,36,False
2019-10-13,49,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,46,False
2019-11-10,35,False
2019-11-17,24,False
2019-11-24,45,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,48,False
2019-12-22,60,False
2019-12-29,24,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,44,False
2020-01-26,0,False
2020-02-02,63,False
2020-02-09,44,False
2020-02-16,22,False
2020-02-23,100,False
2020-03-01,20,False
2020-03-08,18,False
2020-03-15,87,False
2020-03-22,40,False
2020-03-29,17,False
2020-04-05,63,False
2020-04-12,47,False
2020-04-19,51,False
2020-04-26,30,True
