date,Musica Rilassante,isPartial
2018-01-07,27,False
2018-01-14,52,False
2018-01-21,39,False
2018-01-28,52,False
2018-02-04,51,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,49,False
2018-03-04,50,False
2018-03-11,25,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,56,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,92,False
2018-04-29,29,False
2018-05-06,28,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,28,False
2018-06-10,41,False
2018-06-17,0,False
2018-06-24,27,False
2018-07-01,38,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,36,False
2018-07-29,70,False
2018-08-05,22,False
2018-08-12,66,False
2018-08-19,33,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,53,False
2018-09-16,39,False
2018-09-23,0,False
2018-09-30,27,False
2018-10-07,28,False
2018-10-14,100,False
2018-10-21,42,False
2018-10-28,27,False
2018-11-04,57,False
2018-11-11,59,False
2018-11-18,58,False
2018-11-25,29,False
2018-12-02,28,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,54,False
2018-12-30,22,False
2019-01-06,23,False
2019-01-13,49,False
2019-01-20,24,False
2019-01-27,23,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,49,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,50,False
2019-03-17,39,False
2019-03-24,41,False
2019-03-31,68,False
2019-04-07,82,False
2019-04-14,0,False
2019-04-21,42,False
2019-04-28,54,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,52,False
2019-05-26,49,False
2019-06-02,53,False
2019-06-09,0,False
2019-06-16,24,False
2019-06-23,53,False
2019-06-30,25,False
2019-07-07,23,False
2019-07-14,23,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,37,False
2019-08-18,18,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,47,False
2019-09-15,47,False
2019-09-22,47,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,50,False
2019-10-27,24,False
2019-11-03,48,False
2019-11-10,25,False
2019-11-17,24,False
2019-11-24,62,False
2019-12-01,50,False
2019-12-08,37,False
2019-12-15,36,False
2019-12-22,24,False
2019-12-29,29,False
2020-01-05,30,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,42,False
2020-02-02,31,False
2020-02-09,42,False
2020-02-16,31,False
2020-02-23,19,False
2020-03-01,40,False
2020-03-08,41,False
2020-03-15,84,False
2020-03-22,98,False
2020-03-29,50,False
2020-04-05,22,False
2020-04-12,65,False
2020-04-19,42,False
2020-04-26,36,True
