date,Musica Rilassante,isPartial
2018-01-07,47,False
2018-01-14,48,False
2018-01-21,24,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,60,False
2018-02-18,23,False
2018-02-25,34,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,46,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,73,False
2018-04-22,0,False
2018-04-29,59,False
2018-05-06,46,False
2018-05-13,0,False
2018-05-20,47,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,34,False
2018-06-17,24,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,70,False
2018-07-22,71,False
2018-07-29,24,False
2018-08-05,48,False
2018-08-12,52,False
2018-08-19,24,False
2018-08-26,23,False
2018-09-02,46,False
2018-09-09,47,False
2018-09-16,23,False
2018-09-23,24,False
2018-09-30,47,False
2018-10-07,24,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,45,False
2018-11-04,46,False
2018-11-11,0,False
2018-11-18,23,False
2018-11-25,70,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,23,False
2018-12-23,51,False
2018-12-30,100,False
2019-01-06,34,False
2019-01-13,21,False
2019-01-20,40,False
2019-01-27,59,False
2019-02-03,20,False
2019-02-10,41,False
2019-02-17,42,False
2019-02-24,21,False
2019-03-03,21,False
2019-03-10,61,False
2019-03-17,41,False
2019-03-24,21,False
2019-03-31,52,False
2019-04-07,41,False
2019-04-14,0,False
2019-04-21,44,False
2019-04-28,60,False
2019-05-05,78,False
2019-05-12,20,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,41,False
2019-06-09,32,False
2019-06-16,42,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,40,False
2019-07-14,64,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,23,False
2019-08-11,37,False
2019-08-18,45,False
2019-08-25,54,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,49,False
2019-09-22,66,False
2019-09-29,19,False
2019-10-06,29,False
2019-10-13,39,False
2019-10-20,67,False
2019-10-27,38,False
2019-11-03,27,False
2019-11-10,37,False
2019-11-17,45,False
2019-11-24,74,False
2019-12-01,0,False
2019-12-08,96,False
2019-12-15,49,False
2019-12-22,34,False
2019-12-29,34,False
2020-01-05,72,False
2020-01-12,74,False
2020-01-19,19,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,46,False
2020-02-16,46,False
2020-02-23,26,False
2020-03-01,25,False
2020-03-08,48,False
2020-03-15,49,False
2020-03-22,60,False
2020-03-29,48,False
2020-04-05,75,False
2020-04-12,67,False
2020-04-19,56,False
2020-04-26,41,True
