date,torta cocco,isPartial
2018-01-07,16,False
2018-01-14,58,False
2018-01-21,31,False
2018-01-28,26,False
2018-02-04,10,False
2018-02-11,21,False
2018-02-18,22,False
2018-02-25,27,False
2018-03-04,39,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,30,False
2018-04-01,31,False
2018-04-08,11,False
2018-04-15,11,False
2018-04-22,12,False
2018-04-29,23,False
2018-05-06,23,False
2018-05-13,51,False
2018-05-20,23,False
2018-05-27,12,False
2018-06-03,23,False
2018-06-10,21,False
2018-06-17,17,False
2018-06-24,11,False
2018-07-01,23,False
2018-07-08,17,False
2018-07-15,29,False
2018-07-22,17,False
2018-07-29,11,False
2018-08-05,26,False
2018-08-12,27,False
2018-08-19,10,False
2018-08-26,21,False
2018-09-02,27,False
2018-09-09,22,False
2018-09-16,42,False
2018-09-23,21,False
2018-09-30,10,False
2018-10-07,22,False
2018-10-14,39,False
2018-10-21,28,False
2018-10-28,32,False
2018-11-04,33,False
2018-11-11,23,False
2018-11-18,46,False
2018-11-25,40,False
2018-12-02,24,False
2018-12-09,23,False
2018-12-16,30,False
2018-12-23,32,False
2018-12-30,34,False
2019-01-06,22,False
2019-01-13,32,False
2019-01-20,10,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,27,False
2019-03-03,39,False
2019-03-10,64,False
2019-03-17,27,False
2019-03-24,27,False
2019-03-31,27,False
2019-04-07,16,False
2019-04-14,44,False
2019-04-21,11,False
2019-04-28,11,False
2019-05-05,43,False
2019-05-12,16,False
2019-05-19,43,False
2019-05-26,30,False
2019-06-02,11,False
2019-06-09,17,False
2019-06-16,17,False
2019-06-23,11,False
2019-06-30,17,False
2019-07-07,22,False
2019-07-14,22,False
2019-07-21,11,False
2019-07-28,22,False
2019-08-04,11,False
2019-08-11,27,False
2019-08-18,15,False
2019-08-25,34,False
2019-09-01,24,False
2019-09-08,26,False
2019-09-15,41,False
2019-09-22,10,False
2019-09-29,26,False
2019-10-06,31,False
2019-10-13,27,False
2019-10-20,50,False
2019-10-27,26,False
2019-11-03,45,False
2019-11-10,31,False
2019-11-17,37,False
2019-11-24,26,False
2019-12-01,21,False
2019-12-08,22,False
2019-12-15,11,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,21,False
2020-01-12,15,False
2020-01-19,10,False
2020-01-26,51,False
2020-02-02,0,False
2020-02-09,31,False
2020-02-16,31,False
2020-02-23,39,False
2020-03-01,38,False
2020-03-08,66,False
2020-03-15,72,False
2020-03-22,60,False
2020-03-29,53,False
2020-04-05,100,False
2020-04-12,31,False
2020-04-19,57,False
2020-04-26,43,True
