date,torta cocco,isPartial
2018-01-07,23,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,23,False
2018-02-04,23,False
2018-02-11,47,False
2018-02-18,22,False
2018-02-25,32,False
2018-03-04,45,False
2018-03-11,68,False
2018-03-18,23,False
2018-03-25,49,False
2018-04-01,25,False
2018-04-08,23,False
2018-04-15,48,False
2018-04-22,0,False
2018-04-29,36,False
2018-05-06,35,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,46,False
2018-06-24,23,False
2018-07-01,46,False
2018-07-08,0,False
2018-07-15,23,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,35,False
2018-08-12,23,False
2018-08-19,91,False
2018-08-26,43,False
2018-09-02,56,False
2018-09-09,23,False
2018-09-16,23,False
2018-09-23,35,False
2018-09-30,47,False
2018-10-07,73,False
2018-10-14,48,False
2018-10-21,48,False
2018-10-28,47,False
2018-11-04,24,False
2018-11-11,48,False
2018-11-18,0,False
2018-11-25,81,False
2018-12-02,37,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,22,False
2019-01-13,43,False
2019-01-20,21,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,43,False
2019-02-17,43,False
2019-02-24,21,False
2019-03-03,22,False
2019-03-10,21,False
2019-03-17,22,False
2019-03-24,43,False
2019-03-31,0,False
2019-04-07,43,False
2019-04-14,56,False
2019-04-21,22,False
2019-04-28,32,False
2019-05-05,42,False
2019-05-12,20,False
2019-05-19,31,False
2019-05-26,29,False
2019-06-02,33,False
2019-06-09,33,False
2019-06-16,43,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,31,False
2019-08-04,21,False
2019-08-11,32,False
2019-08-18,61,False
2019-08-25,0,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,41,False
2019-10-13,0,False
2019-10-20,69,False
2019-10-27,40,False
2019-11-03,29,False
2019-11-10,30,False
2019-11-17,20,False
2019-11-24,19,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,37,False
2020-01-26,28,False
2020-02-02,36,False
2020-02-09,38,False
2020-02-16,39,False
2020-02-23,17,False
2020-03-01,34,False
2020-03-08,66,False
2020-03-15,41,False
2020-03-22,75,False
2020-03-29,47,False
2020-04-05,100,False
2020-04-12,33,False
2020-04-19,31,False
2020-04-26,27,True
