date,torta cocco,isPartial
2018-01-07,16,False
2018-01-14,32,False
2018-01-21,48,False
2018-01-28,39,False
2018-02-04,15,False
2018-02-11,15,False
2018-02-18,37,False
2018-02-25,38,False
2018-03-04,38,False
2018-03-11,31,False
2018-03-18,54,False
2018-03-25,49,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,16,False
2018-04-22,33,False
2018-04-29,59,False
2018-05-06,16,False
2018-05-13,49,False
2018-05-20,16,False
2018-05-27,51,False
2018-06-03,16,False
2018-06-10,31,False
2018-06-17,31,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,15,False
2018-07-15,16,False
2018-07-22,22,False
2018-07-29,21,False
2018-08-05,20,False
2018-08-12,17,False
2018-08-19,17,False
2018-08-26,33,False
2018-09-02,31,False
2018-09-09,0,False
2018-09-16,51,False
2018-09-23,25,False
2018-09-30,16,False
2018-10-07,26,False
2018-10-14,25,False
2018-10-21,41,False
2018-10-28,16,False
2018-11-04,16,False
2018-11-11,26,False
2018-11-18,17,False
2018-11-25,33,False
2018-12-02,35,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,27,False
2018-12-30,34,False
2019-01-06,16,False
2019-01-13,33,False
2019-01-20,15,False
2019-01-27,31,False
2019-02-03,16,False
2019-02-10,39,False
2019-02-17,49,False
2019-02-24,40,False
2019-03-03,34,False
2019-03-10,40,False
2019-03-17,33,False
2019-03-24,32,False
2019-03-31,25,False
2019-04-07,41,False
2019-04-14,35,False
2019-04-21,34,False
2019-04-28,41,False
2019-05-05,24,False
2019-05-12,16,False
2019-05-19,33,False
2019-05-26,23,False
2019-06-02,33,False
2019-06-09,26,False
2019-06-16,25,False
2019-06-23,16,False
2019-06-30,17,False
2019-07-07,32,False
2019-07-14,16,False
2019-07-21,0,False
2019-07-28,15,False
2019-08-04,27,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,39,False
2019-09-01,22,False
2019-09-08,25,False
2019-09-15,33,False
2019-09-22,17,False
2019-09-29,25,False
2019-10-06,33,False
2019-10-13,17,False
2019-10-20,66,False
2019-10-27,42,False
2019-11-03,73,False
2019-11-10,66,False
2019-11-17,25,False
2019-11-24,24,False
2019-12-01,51,False
2019-12-08,17,False
2019-12-15,17,False
2019-12-22,34,False
2019-12-29,16,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,38,False
2020-01-26,15,False
2020-02-02,44,False
2020-02-09,31,False
2020-02-16,46,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,38,False
2020-03-15,24,False
2020-03-22,100,False
2020-03-29,54,False
2020-04-05,31,False
2020-04-12,20,False
2020-04-19,36,False
2020-04-26,32,True
