date,torta cocco,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,22,False
2018-01-28,45,False
2018-02-04,0,False
2018-02-11,45,False
2018-02-18,22,False
2018-02-25,0,False
2018-03-04,64,False
2018-03-11,44,False
2018-03-18,64,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,22,False
2018-04-15,57,False
2018-04-22,0,False
2018-04-29,84,False
2018-05-06,32,False
2018-05-13,21,False
2018-05-20,43,False
2018-05-27,0,False
2018-06-03,21,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,0,False
2018-07-01,18,False
2018-07-08,0,False
2018-07-15,18,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,0,False
2018-08-12,34,False
2018-08-19,34,False
2018-08-26,37,False
2018-09-02,35,False
2018-09-09,0,False
2018-09-16,17,False
2018-09-23,28,False
2018-09-30,30,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,46,False
2018-10-28,33,False
2018-11-04,22,False
2018-11-11,45,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,46,False
2018-12-09,23,False
2018-12-16,48,False
2018-12-23,39,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,22,False
2019-01-20,32,False
2019-01-27,43,False
2019-02-03,44,False
2019-02-10,45,False
2019-02-17,23,False
2019-02-24,22,False
2019-03-03,24,False
2019-03-10,23,False
2019-03-17,46,False
2019-03-24,0,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,43,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,22,False
2019-06-09,20,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,19,False
2019-07-28,18,False
2019-08-04,36,False
2019-08-11,84,False
2019-08-18,0,False
2019-08-25,16,False
2019-09-01,33,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,19,False
2019-09-29,57,False
2019-10-06,0,False
2019-10-13,50,False
2019-10-20,29,False
2019-10-27,0,False
2019-11-03,38,False
2019-11-10,48,False
2019-11-17,19,False
2019-11-24,28,False
2019-12-01,19,False
2019-12-08,20,False
2019-12-15,39,False
2019-12-22,66,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,52,False
2020-02-09,18,False
2020-02-16,18,False
2020-02-23,35,False
2020-03-01,25,False
2020-03-08,31,False
2020-03-15,55,False
2020-03-22,15,False
2020-03-29,100,False
2020-04-05,16,False
2020-04-12,25,False
2020-04-19,91,False
2020-04-26,68,True
