date,saracinesca,isPartial
2018-01-07,82,False
2018-01-14,81,False
2018-01-21,53,False
2018-01-28,92,False
2018-02-04,52,False
2018-02-11,25,False
2018-02-18,48,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,48,False
2018-03-18,24,False
2018-03-25,26,False
2018-04-01,40,False
2018-04-08,24,False
2018-04-15,37,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,0,False
2018-05-13,48,False
2018-05-20,48,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,71,False
2018-06-17,24,False
2018-06-24,38,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,51,False
2018-07-22,26,False
2018-07-29,52,False
2018-08-05,28,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,25,False
2018-09-09,24,False
2018-09-16,23,False
2018-09-23,24,False
2018-09-30,60,False
2018-10-07,0,False
2018-10-14,61,False
2018-10-21,73,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,36,False
2018-11-18,24,False
2018-11-25,72,False
2018-12-02,44,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,48,False
2018-12-30,28,False
2019-01-06,81,False
2019-01-13,26,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,26,False
2019-02-17,0,False
2019-02-24,47,False
2019-03-03,28,False
2019-03-10,41,False
2019-03-17,0,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,38,False
2019-04-14,26,False
2019-04-21,45,False
2019-04-28,39,False
2019-05-05,24,False
2019-05-12,0,False
2019-05-19,26,False
2019-05-26,50,False
2019-06-02,26,False
2019-06-09,26,False
2019-06-16,0,False
2019-06-23,83,False
2019-06-30,28,False
2019-07-07,52,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,90,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,66,False
2019-08-25,29,False
2019-09-01,25,False
2019-09-08,78,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,76,False
2019-10-06,26,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,24,False
2019-11-10,25,False
2019-11-17,25,False
2019-11-24,100,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,30,False
2020-01-05,52,False
2020-01-12,36,False
2020-01-19,24,False
2020-01-26,36,False
2020-02-02,36,False
2020-02-09,24,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,35,False
2020-03-08,46,False
2020-03-15,23,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,23,False
2020-04-12,47,False
2020-04-19,43,False
2020-04-26,0,True
