date,saracinesca,isPartial
2018-01-07,29,False
2018-01-14,59,False
2018-01-21,29,False
2018-01-28,0,False
2018-02-04,14,False
2018-02-11,45,False
2018-02-18,30,False
2018-02-25,31,False
2018-03-04,0,False
2018-03-11,63,False
2018-03-18,0,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,31,False
2018-04-22,16,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,16,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,16,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,15,False
2018-07-01,47,False
2018-07-08,31,False
2018-07-15,48,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,30,False
2018-08-19,28,False
2018-08-26,59,False
2018-09-02,15,False
2018-09-09,30,False
2018-09-16,15,False
2018-09-23,15,False
2018-09-30,15,False
2018-10-07,15,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,45,False
2018-11-04,16,False
2018-11-11,32,False
2018-11-18,64,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,17,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,15,False
2019-01-13,30,False
2019-01-20,72,False
2019-01-27,15,False
2019-02-03,14,False
2019-02-10,29,False
2019-02-17,30,False
2019-02-24,45,False
2019-03-03,16,False
2019-03-10,15,False
2019-03-17,30,False
2019-03-24,74,False
2019-03-31,15,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,43,False
2019-05-19,15,False
2019-05-26,28,False
2019-06-02,0,False
2019-06-09,15,False
2019-06-16,32,False
2019-06-23,46,False
2019-06-30,0,False
2019-07-07,46,False
2019-07-14,15,False
2019-07-21,31,False
2019-07-28,46,False
2019-08-04,15,False
2019-08-11,31,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,40,False
2019-09-08,29,False
2019-09-15,14,False
2019-09-22,14,False
2019-09-29,0,False
2019-10-06,14,False
2019-10-13,60,False
2019-10-20,14,False
2019-10-27,100,False
2019-11-03,0,False
2019-11-10,15,False
2019-11-17,0,False
2019-11-24,29,False
2019-12-01,59,False
2019-12-08,15,False
2019-12-15,30,False
2019-12-22,33,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,28,False
2020-01-26,29,False
2020-02-02,14,False
2020-02-09,57,False
2020-02-16,43,False
2020-02-23,14,False
2020-03-01,13,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,23,False
2020-04-05,12,False
2020-04-12,25,False
2020-04-19,34,False
2020-04-26,0,True
