date,stage anglais,isPartial
2018-01-07,56,False
2018-01-14,28,False
2018-01-21,56,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,28,False
2018-03-11,0,False
2018-03-18,41,False
2018-03-25,69,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,30,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,29,False
2018-05-13,0,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,28,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,28,False
2018-07-01,55,False
2018-07-08,29,False
2018-07-15,32,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,66,False
2018-08-19,32,False
2018-08-26,30,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,56,False
2018-09-30,85,False
2018-10-07,85,False
2018-10-14,0,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,27,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,28,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,30,False
2019-01-06,0,False
2019-01-13,80,False
2019-01-20,26,False
2019-01-27,100,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,55,False
2019-03-24,28,False
2019-03-31,26,False
2019-04-07,0,False
2019-04-14,29,False
2019-04-21,26,False
2019-04-28,0,False
2019-05-05,35,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,24,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,26,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,0,False
2019-08-18,30,False
2019-08-25,0,False
2019-09-01,26,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,45,False
2019-10-06,0,False
2019-10-13,22,False
2019-10-20,23,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,43,False
2019-11-17,44,False
2019-11-24,53,False
2019-12-01,24,False
2019-12-08,48,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,64,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,22,False
2020-03-01,32,False
2020-03-08,31,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,20,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,19,False
2020-05-17,0,False
2020-05-24,79,False
2020-05-31,19,False
2020-06-07,38,False
2020-06-14,20,False
