date,stage anglais,isPartial
2018-01-07,35,False
2018-01-14,34,False
2018-01-21,23,False
2018-01-28,35,False
2018-02-04,48,False
2018-02-11,24,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,24,False
2018-03-18,36,False
2018-03-25,24,False
2018-04-01,0,False
2018-04-08,24,False
2018-04-15,26,False
2018-04-22,35,False
2018-04-29,0,False
2018-05-06,23,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,46,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,23,False
2018-07-15,23,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,0,False
2018-08-26,22,False
2018-09-02,23,False
2018-09-09,23,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,47,False
2018-10-07,49,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,24,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,27,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,23,False
2019-01-27,22,False
2019-02-03,46,False
2019-02-10,100,False
2019-02-17,0,False
2019-02-24,26,False
2019-03-03,24,False
2019-03-10,35,False
2019-03-17,24,False
2019-03-24,46,False
2019-03-31,21,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,62,False
2019-04-28,0,False
2019-05-05,39,False
2019-05-12,20,False
2019-05-19,29,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,19,False
2019-06-16,0,False
2019-06-23,20,False
2019-06-30,37,False
2019-07-07,18,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,19,False
2019-08-18,40,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,19,False
2019-09-15,27,False
2019-09-22,27,False
2019-09-29,0,False
2019-10-06,38,False
2019-10-13,0,False
2019-10-20,29,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,55,False
2019-11-17,0,False
2019-11-24,46,False
2019-12-01,57,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,18,False
2020-01-26,17,False
2020-02-02,18,False
2020-02-09,18,False
2020-02-16,36,False
2020-02-23,18,False
2020-03-01,0,False
2020-03-08,17,False
2020-03-15,16,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,15,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,False
2020-05-24,17,False
2020-05-31,31,False
2020-06-07,0,False
2020-06-14,25,False
