date,spose,isPartial
2018-01-07,76,False
2018-01-14,64,False
2018-01-21,88,False
2018-01-28,100,False
2018-02-04,49,False
2018-02-11,74,False
2018-02-18,50,False
2018-02-25,70,False
2018-03-04,49,False
2018-03-11,73,False
2018-03-18,89,False
2018-03-25,38,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,52,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,49,False
2018-05-13,25,False
2018-05-20,49,False
2018-05-27,37,False
2018-06-03,0,False
2018-06-10,23,False
2018-06-17,61,False
2018-06-24,61,False
2018-07-01,47,False
2018-07-08,91,False
2018-07-15,34,False
2018-07-22,23,False
2018-07-29,58,False
2018-08-05,23,False
2018-08-12,65,False
2018-08-19,23,False
2018-08-26,94,False
2018-09-02,48,False
2018-09-09,37,False
2018-09-16,24,False
2018-09-23,49,False
2018-09-30,86,False
2018-10-07,75,False
2018-10-14,65,False
2018-10-21,50,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,39,False
2018-11-18,50,False
2018-11-25,77,False
2018-12-02,52,False
2018-12-09,40,False
2018-12-16,27,False
2018-12-23,88,False
2018-12-30,27,False
2019-01-06,64,False
2019-01-13,98,False
2019-01-20,46,False
2019-01-27,55,False
2019-02-03,46,False
2019-02-10,47,False
2019-02-17,25,False
2019-02-24,73,False
2019-03-03,23,False
2019-03-10,59,False
2019-03-17,47,False
2019-03-24,48,False
2019-03-31,24,False
2019-04-07,47,False
2019-04-14,24,False
2019-04-21,64,False
2019-04-28,23,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,67,False
2019-05-26,65,False
2019-06-02,59,False
2019-06-09,33,False
2019-06-16,34,False
2019-06-23,69,False
2019-06-30,23,False
2019-07-07,43,False
2019-07-14,21,False
2019-07-21,55,False
2019-07-28,22,False
2019-08-04,43,False
2019-08-11,21,False
2019-08-18,21,False
2019-08-25,31,False
2019-09-01,53,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,32,False
2019-09-29,22,False
2019-10-06,66,False
2019-10-13,42,False
2019-10-20,0,False
2019-10-27,74,False
2019-11-03,21,False
2019-11-10,64,False
2019-11-17,41,False
2019-11-24,63,False
2019-12-01,65,False
2019-12-08,0,False
2019-12-15,45,False
2019-12-22,93,False
2019-12-29,48,False
2020-01-05,44,False
2020-01-12,42,False
2020-01-19,44,False
2020-01-26,32,False
2020-02-02,42,False
2020-02-09,32,False
2020-02-16,43,False
2020-02-23,59,False
2020-03-01,59,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,47,True
