date,spose,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,60,False
2018-01-28,20,False
2018-02-04,56,False
2018-02-11,38,False
2018-02-18,19,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,58,False
2018-03-25,81,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,60,False
2018-04-22,82,False
2018-04-29,63,False
2018-05-06,40,False
2018-05-13,40,False
2018-05-20,40,False
2018-05-27,64,False
2018-06-03,21,False
2018-06-10,0,False
2018-06-17,76,False
2018-06-24,0,False
2018-07-01,41,False
2018-07-08,38,False
2018-07-15,0,False
2018-07-22,18,False
2018-07-29,52,False
2018-08-05,0,False
2018-08-12,14,False
2018-08-19,14,False
2018-08-26,33,False
2018-09-02,59,False
2018-09-09,63,False
2018-09-16,42,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,42,False
2018-10-14,20,False
2018-10-21,41,False
2018-10-28,40,False
2018-11-04,20,False
2018-11-11,63,False
2018-11-18,42,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,22,False
2018-12-30,42,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,42,False
2019-03-10,100,False
2019-03-17,62,False
2019-03-24,61,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,43,False
2019-04-21,42,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,40,False
2019-05-19,61,False
2019-05-26,38,False
2019-06-02,41,False
2019-06-09,43,False
2019-06-16,21,False
2019-06-23,40,False
2019-06-30,42,False
2019-07-07,0,False
2019-07-14,19,False
2019-07-21,0,False
2019-07-28,19,False
2019-08-04,17,False
2019-08-11,0,False
2019-08-18,32,False
2019-08-25,16,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,20,False
2019-09-29,61,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,21,False
2019-10-27,42,False
2019-11-03,40,False
2019-11-10,41,False
2019-11-17,42,False
2019-11-24,0,False
2019-12-01,84,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,19,False
2020-01-26,0,False
2020-02-02,18,False
2020-02-09,39,False
2020-02-16,19,False
2020-02-23,53,False
2020-03-01,53,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,33,False
2020-04-19,0,False
2020-04-26,26,True
