date,plombier chauffagiste,isPartial
2018-01-07,17,False
2018-01-14,24,False
2018-01-21,32,False
2018-01-28,49,False
2018-02-04,48,False
2018-02-11,16,False
2018-02-18,41,False
2018-02-25,31,False
2018-03-04,48,False
2018-03-11,64,False
2018-03-18,33,False
2018-03-25,33,False
2018-04-01,52,False
2018-04-08,34,False
2018-04-15,37,False
2018-04-22,26,False
2018-04-29,34,False
2018-05-06,0,False
2018-05-13,17,False
2018-05-20,26,False
2018-05-27,51,False
2018-06-03,17,False
2018-06-10,74,False
2018-06-17,35,False
2018-06-24,35,False
2018-07-01,25,False
2018-07-08,52,False
2018-07-15,18,False
2018-07-22,54,False
2018-07-29,37,False
2018-08-05,37,False
2018-08-12,38,False
2018-08-19,37,False
2018-08-26,53,False
2018-09-02,61,False
2018-09-09,17,False
2018-09-16,26,False
2018-09-23,17,False
2018-09-30,69,False
2018-10-07,52,False
2018-10-14,35,False
2018-10-21,54,False
2018-10-28,35,False
2018-11-04,33,False
2018-11-11,43,False
2018-11-18,33,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,34,False
2018-12-16,17,False
2018-12-23,38,False
2018-12-30,52,False
2019-01-06,33,False
2019-01-13,33,False
2019-01-20,32,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,24,False
2019-02-17,34,False
2019-02-24,33,False
2019-03-03,16,False
2019-03-10,16,False
2019-03-17,25,False
2019-03-24,32,False
2019-03-31,23,False
2019-04-07,31,False
2019-04-14,24,False
2019-04-21,16,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,16,False
2019-05-19,23,False
2019-05-26,16,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,16,False
2019-06-23,16,False
2019-06-30,24,False
2019-07-07,23,False
2019-07-14,24,False
2019-07-21,40,False
2019-07-28,33,False
2019-08-04,50,False
2019-08-11,36,False
2019-08-18,71,False
2019-08-25,17,False
2019-09-01,45,False
2019-09-08,53,False
2019-09-15,46,False
2019-09-22,30,False
2019-09-29,62,False
2019-10-06,23,False
2019-10-13,38,False
2019-10-20,30,False
2019-10-27,22,False
2019-11-03,100,False
2019-11-10,29,False
2019-11-17,57,False
2019-11-24,21,False
2019-12-01,42,False
2019-12-08,35,False
2019-12-15,50,False
2019-12-22,16,False
2019-12-29,30,False
2020-01-05,28,False
2020-01-12,35,False
2020-01-19,21,False
2020-01-26,68,False
2020-02-02,41,False
2020-02-09,53,False
2020-02-16,33,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,24,False
2020-03-29,31,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,19,False
2020-04-26,29,False
2020-05-03,18,False
2020-05-10,12,False
2020-05-17,0,True
