date,plombier chauffagiste,isPartial
2018-01-07,33,False
2018-01-14,40,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,58,False
2018-02-11,64,False
2018-02-18,51,False
2018-02-25,33,False
2018-03-04,49,False
2018-03-11,38,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,27,False
2018-04-22,25,False
2018-04-29,47,False
2018-05-06,24,False
2018-05-13,42,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,33,False
2018-06-24,73,False
2018-07-01,39,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,24,False
2018-07-29,31,False
2018-08-05,45,False
2018-08-12,34,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,48,False
2018-09-09,61,False
2018-09-16,49,False
2018-09-23,62,False
2018-09-30,100,False
2018-10-07,51,False
2018-10-14,25,False
2018-10-21,64,False
2018-10-28,37,False
2018-11-04,32,False
2018-11-11,24,False
2018-11-18,48,False
2018-11-25,49,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,42,False
2018-12-30,67,False
2019-01-06,41,False
2019-01-13,24,False
2019-01-20,32,False
2019-01-27,55,False
2019-02-03,40,False
2019-02-10,43,False
2019-02-17,0,False
2019-02-24,28,False
2019-03-03,41,False
2019-03-10,25,False
2019-03-17,64,False
2019-03-24,64,False
2019-03-31,22,False
2019-04-07,32,False
2019-04-14,22,False
2019-04-21,36,False
2019-04-28,34,False
2019-05-05,41,False
2019-05-12,31,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,38,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,21,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,35,False
2019-07-28,21,False
2019-08-04,20,False
2019-08-11,20,False
2019-08-18,21,False
2019-08-25,20,False
2019-09-01,20,False
2019-09-08,40,False
2019-09-15,19,False
2019-09-22,43,False
2019-09-29,49,False
2019-10-06,54,False
2019-10-13,40,False
2019-10-20,27,False
2019-10-27,39,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,74,False
2019-11-24,58,False
2019-12-01,0,False
2019-12-08,33,False
2019-12-15,39,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,29,False
2020-01-12,37,False
2020-01-19,19,False
2020-01-26,28,False
2020-02-02,57,False
2020-02-09,31,False
2020-02-16,19,False
2020-02-23,38,False
2020-03-01,56,False
2020-03-08,36,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,25,False
2020-04-05,17,False
2020-04-12,17,False
2020-04-19,33,False
2020-04-26,16,False
2020-05-03,27,False
2020-05-10,28,False
2020-05-17,42,True
