date,plombier chauffagiste,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,22,False
2018-01-28,23,False
2018-02-04,22,False
2018-02-11,22,False
2018-02-18,23,False
2018-02-25,31,False
2018-03-04,22,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,23,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,32,False
2018-06-17,24,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,50,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,50,False
2018-08-26,37,False
2018-09-02,48,False
2018-09-09,24,False
2018-09-16,95,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,23,False
2018-10-14,55,False
2018-10-21,32,False
2018-10-28,47,False
2018-11-04,0,False
2018-11-11,35,False
2018-11-18,91,False
2018-11-25,34,False
2018-12-02,23,False
2018-12-09,46,False
2018-12-16,39,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,23,False
2019-01-13,45,False
2019-01-20,32,False
2019-01-27,43,False
2019-02-03,22,False
2019-02-10,34,False
2019-02-17,23,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,23,False
2019-03-17,23,False
2019-03-24,23,False
2019-03-31,22,False
2019-04-07,34,False
2019-04-14,21,False
2019-04-21,22,False
2019-04-28,48,False
2019-05-05,0,False
2019-05-12,34,False
2019-05-19,43,False
2019-05-26,45,False
2019-06-02,54,False
2019-06-09,32,False
2019-06-16,22,False
2019-06-23,0,False
2019-06-30,34,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,31,False
2019-08-18,43,False
2019-08-25,22,False
2019-09-01,22,False
2019-09-08,41,False
2019-09-15,27,False
2019-09-22,62,False
2019-09-29,20,False
2019-10-06,36,False
2019-10-13,24,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,33,False
2019-11-10,38,False
2019-11-17,27,False
2019-11-24,17,False
2019-12-01,23,False
2019-12-08,34,False
2019-12-15,35,False
2019-12-22,19,False
2019-12-29,38,False
2020-01-05,50,False
2020-01-12,17,False
2020-01-19,34,False
2020-01-26,34,False
2020-02-02,26,False
2020-02-09,18,False
2020-02-16,18,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,49,False
2020-03-15,15,False
2020-03-22,15,False
2020-03-29,30,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,29,False
2020-04-26,14,False
2020-05-03,15,False
2020-05-10,15,False
2020-05-17,76,True
