date,costume mariage,isPartial
2018-01-07,48,False
2018-01-14,95,False
2018-01-21,47,False
2018-01-28,60,False
2018-02-04,45,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,48,False
2018-03-04,100,False
2018-03-11,61,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,37,False
2018-04-08,36,False
2018-04-15,51,False
2018-04-22,49,False
2018-04-29,38,False
2018-05-06,92,False
2018-05-13,25,False
2018-05-20,75,False
2018-05-27,72,False
2018-06-03,49,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,48,False
2018-07-08,49,False
2018-07-15,27,False
2018-07-22,26,False
2018-07-29,54,False
2018-08-05,28,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,62,False
2018-11-04,48,False
2018-11-11,25,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,26,False
2018-12-30,38,False
2019-01-06,36,False
2019-01-13,97,False
2019-01-20,35,False
2019-01-27,35,False
2019-02-03,24,False
2019-02-10,64,False
2019-02-17,64,False
2019-02-24,73,False
2019-03-03,71,False
2019-03-10,24,False
2019-03-17,38,False
2019-03-24,51,False
2019-03-31,25,False
2019-04-07,39,False
2019-04-14,52,False
2019-04-21,0,False
2019-04-28,23,False
2019-05-05,58,False
2019-05-12,61,False
2019-05-19,36,False
2019-05-26,48,False
2019-06-02,23,False
2019-06-09,47,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,36,False
2019-07-14,38,False
2019-07-21,38,False
2019-07-28,80,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,24,False
2019-09-01,0,False
2019-09-08,36,False
2019-09-15,23,False
2019-09-22,22,False
2019-09-29,45,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,34,False
2019-10-27,21,False
2019-11-03,86,False
2019-11-10,22,False
2019-11-17,33,False
2019-11-24,21,False
2019-12-01,43,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,31,False
2020-01-12,20,False
2020-01-19,85,False
2020-01-26,20,False
2020-02-02,42,False
2020-02-09,52,False
2020-02-16,53,False
2020-02-23,41,False
2020-03-01,50,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,17,False
2020-04-05,49,False
2020-04-12,0,True
