date,costume mariage,isPartial
2018-01-07,34,False
2018-01-14,46,False
2018-01-21,23,False
2018-01-28,24,False
2018-02-04,23,False
2018-02-11,69,False
2018-02-18,24,False
2018-02-25,45,False
2018-03-04,45,False
2018-03-11,47,False
2018-03-18,58,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,33,False
2018-04-15,76,False
2018-04-22,73,False
2018-04-29,34,False
2018-05-06,69,False
2018-05-13,69,False
2018-05-20,72,False
2018-05-27,23,False
2018-06-03,0,False
2018-06-10,44,False
2018-06-17,24,False
2018-06-24,47,False
2018-07-01,45,False
2018-07-08,44,False
2018-07-15,34,False
2018-07-22,44,False
2018-07-29,22,False
2018-08-05,20,False
2018-08-12,31,False
2018-08-19,22,False
2018-08-26,56,False
2018-09-02,0,False
2018-09-09,46,False
2018-09-16,59,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,23,False
2018-10-14,36,False
2018-10-21,0,False
2018-10-28,24,False
2018-11-04,35,False
2018-11-11,24,False
2018-11-18,46,False
2018-11-25,36,False
2018-12-02,72,False
2018-12-09,25,False
2018-12-16,75,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,48,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,23,False
2019-02-03,47,False
2019-02-10,48,False
2019-02-17,72,False
2019-02-24,38,False
2019-03-03,37,False
2019-03-10,73,False
2019-03-17,25,False
2019-03-24,24,False
2019-03-31,47,False
2019-04-07,59,False
2019-04-14,57,False
2019-04-21,81,False
2019-04-28,36,False
2019-05-05,23,False
2019-05-12,46,False
2019-05-19,23,False
2019-05-26,46,False
2019-06-02,44,False
2019-06-09,22,False
2019-06-16,92,False
2019-06-23,69,False
2019-06-30,34,False
2019-07-07,42,False
2019-07-14,63,False
2019-07-21,20,False
2019-07-28,100,False
2019-08-04,20,False
2019-08-11,19,False
2019-08-18,28,False
2019-08-25,36,False
2019-09-01,42,False
2019-09-08,21,False
2019-09-15,42,False
2019-09-22,43,False
2019-09-29,21,False
2019-10-06,0,False
2019-10-13,43,False
2019-10-20,63,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,42,False
2019-11-24,21,False
2019-12-01,21,False
2019-12-08,21,False
2019-12-15,53,False
2019-12-22,24,False
2019-12-29,45,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,79,False
2020-01-26,31,False
2020-02-02,62,False
2020-02-09,63,False
2020-02-16,41,False
2020-02-23,29,False
2020-03-01,38,False
2020-03-08,39,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,25,False
2020-04-05,17,False
2020-04-12,0,True
