date,costume mariage,isPartial
2018-01-07,43,False
2018-01-14,43,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,21,False
2018-02-11,22,False
2018-02-18,33,False
2018-02-25,44,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,22,False
2018-03-25,33,False
2018-04-01,22,False
2018-04-08,66,False
2018-04-15,23,False
2018-04-22,0,False
2018-04-29,23,False
2018-05-06,24,False
2018-05-13,45,False
2018-05-20,0,False
2018-05-27,44,False
2018-06-03,22,False
2018-06-10,0,False
2018-06-17,22,False
2018-06-24,23,False
2018-07-01,45,False
2018-07-08,23,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,25,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,25,False
2018-08-26,23,False
2018-09-02,23,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,23,False
2018-09-30,22,False
2018-10-07,57,False
2018-10-14,0,False
2018-10-21,70,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,22,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,24,False
2019-01-06,22,False
2019-01-13,44,False
2019-01-20,53,False
2019-01-27,41,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,46,False
2019-02-24,0,False
2019-03-03,21,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,45,False
2019-04-07,24,False
2019-04-14,60,False
2019-04-21,22,False
2019-04-28,21,False
2019-05-05,31,False
2019-05-12,44,False
2019-05-19,22,False
2019-05-26,44,False
2019-06-02,20,False
2019-06-09,31,False
2019-06-16,43,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,68,False
2019-07-14,23,False
2019-07-21,60,False
2019-07-28,36,False
2019-08-04,37,False
2019-08-11,48,False
2019-08-18,24,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,42,False
2019-09-22,19,False
2019-09-29,40,False
2019-10-06,20,False
2019-10-13,20,False
2019-10-20,0,False
2019-10-27,100,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,29,False
2019-11-24,56,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,21,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,18,False
2020-01-19,29,False
2020-01-26,46,False
2020-02-02,28,False
2020-02-09,18,False
2020-02-16,58,False
2020-02-23,38,False
2020-03-01,36,False
2020-03-08,44,False
2020-03-15,32,False
2020-03-22,16,False
2020-03-29,15,False
2020-04-05,15,False
2020-04-12,0,True
