date,costume mariage,isPartial
2018-01-07,41,False
2018-01-14,100,False
2018-01-21,40,False
2018-01-28,0,False
2018-02-04,40,False
2018-02-11,0,False
2018-02-18,42,False
2018-02-25,84,False
2018-03-04,83,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,42,False
2018-04-01,42,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,45,False
2018-05-06,45,False
2018-05-13,43,False
2018-05-20,44,False
2018-05-27,0,False
2018-06-03,43,False
2018-06-10,0,False
2018-06-17,44,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,89,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,47,False
2018-08-05,98,False
2018-08-12,51,False
2018-08-19,48,False
2018-08-26,89,False
2018-09-02,45,False
2018-09-09,0,False
2018-09-16,44,False
2018-09-23,88,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,46,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,42,False
2018-11-11,0,False
2018-11-18,42,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,64,False
2018-12-16,43,False
2018-12-23,47,False
2018-12-30,92,False
2019-01-06,0,False
2019-01-13,42,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,43,False
2019-03-03,62,False
2019-03-10,83,False
2019-03-17,87,False
2019-03-24,0,False
2019-03-31,43,False
2019-04-07,65,False
2019-04-14,67,False
2019-04-21,84,False
2019-04-28,82,False
2019-05-05,41,False
2019-05-12,43,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,60,False
2019-06-09,40,False
2019-06-16,0,False
2019-06-23,42,False
2019-06-30,42,False
2019-07-07,42,False
2019-07-14,0,False
2019-07-21,45,False
2019-07-28,47,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,42,False
2019-09-01,82,False
2019-09-08,41,False
2019-09-15,41,False
2019-09-22,38,False
2019-09-29,38,False
2019-10-06,38,False
2019-10-13,58,False
2019-10-20,39,False
2019-10-27,0,False
2019-11-03,37,False
2019-11-10,56,False
2019-11-17,38,False
2019-11-24,0,False
2019-12-01,37,False
2019-12-08,37,False
2019-12-15,0,False
2019-12-22,40,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,53,False
2020-01-19,37,False
2020-01-26,35,False
2020-02-02,72,False
2020-02-09,0,False
2020-02-16,37,False
2020-02-23,88,False
2020-03-01,68,False
2020-03-08,34,False
2020-03-15,0,False
2020-03-22,45,False
2020-03-29,30,False
2020-04-05,0,False
2020-04-12,0,True
