date,costume mariage,isPartial
2018-01-07,31,False
2018-01-14,46,False
2018-01-21,46,False
2018-01-28,39,False
2018-02-04,54,False
2018-02-11,54,False
2018-02-18,38,False
2018-02-25,38,False
2018-03-04,62,False
2018-03-11,77,False
2018-03-18,23,False
2018-03-25,71,False
2018-04-01,63,False
2018-04-08,44,False
2018-04-15,49,False
2018-04-22,57,False
2018-04-29,39,False
2018-05-06,62,False
2018-05-13,61,False
2018-05-20,40,False
2018-05-27,46,False
2018-06-03,39,False
2018-06-10,37,False
2018-06-17,23,False
2018-06-24,53,False
2018-07-01,23,False
2018-07-08,15,False
2018-07-15,39,False
2018-07-22,46,False
2018-07-29,38,False
2018-08-05,88,False
2018-08-12,30,False
2018-08-19,46,False
2018-08-26,31,False
2018-09-02,16,False
2018-09-09,0,False
2018-09-16,24,False
2018-09-23,40,False
2018-09-30,32,False
2018-10-07,16,False
2018-10-14,50,False
2018-10-21,68,False
2018-10-28,39,False
2018-11-04,31,False
2018-11-11,24,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,0,False
2018-12-09,16,False
2018-12-16,0,False
2018-12-23,19,False
2018-12-30,52,False
2019-01-06,49,False
2019-01-13,40,False
2019-01-20,39,False
2019-01-27,38,False
2019-02-03,64,False
2019-02-10,33,False
2019-02-17,67,False
2019-02-24,56,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,49,False
2019-03-24,65,False
2019-03-31,32,False
2019-04-07,48,False
2019-04-14,48,False
2019-04-21,60,False
2019-04-28,100,False
2019-05-05,77,False
2019-05-12,61,False
2019-05-19,61,False
2019-05-26,76,False
2019-06-02,71,False
2019-06-09,50,False
2019-06-16,15,False
2019-06-23,44,False
2019-06-30,22,False
2019-07-07,65,False
2019-07-14,30,False
2019-07-21,75,False
2019-07-28,37,False
2019-08-04,60,False
2019-08-11,81,False
2019-08-18,88,False
2019-08-25,67,False
2019-09-01,43,False
2019-09-08,43,False
2019-09-15,64,False
2019-09-22,29,False
2019-09-29,29,False
2019-10-06,44,False
2019-10-13,36,False
2019-10-20,29,False
2019-10-27,43,False
2019-11-03,70,False
2019-11-10,28,False
2019-11-17,48,False
2019-11-24,27,False
2019-12-01,27,False
2019-12-08,21,False
2019-12-15,41,False
2019-12-22,15,False
2019-12-29,51,False
2020-01-05,27,False
2020-01-12,85,False
2020-01-19,53,False
2020-01-26,87,False
2020-02-02,67,False
2020-02-09,60,False
2020-02-16,93,False
2020-02-23,64,False
2020-03-01,50,False
2020-03-08,44,False
2020-03-15,17,False
2020-03-22,27,False
2020-03-29,22,False
2020-04-05,22,False
2020-04-12,20,True
