date,costume mariage,isPartial
2018-01-07,40,False
2018-01-14,40,False
2018-01-21,24,False
2018-01-28,16,False
2018-02-04,31,False
2018-02-11,32,False
2018-02-18,16,False
2018-02-25,33,False
2018-03-04,34,False
2018-03-11,33,False
2018-03-18,42,False
2018-03-25,42,False
2018-04-01,50,False
2018-04-08,41,False
2018-04-15,34,False
2018-04-22,24,False
2018-04-29,86,False
2018-05-06,72,False
2018-05-13,17,False
2018-05-20,34,False
2018-05-27,33,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,17,False
2018-06-24,42,False
2018-07-01,32,False
2018-07-08,51,False
2018-07-15,36,False
2018-07-22,18,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,37,False
2018-08-19,27,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,43,False
2018-09-16,51,False
2018-09-23,26,False
2018-09-30,34,False
2018-10-07,17,False
2018-10-14,17,False
2018-10-21,18,False
2018-10-28,26,False
2018-11-04,16,False
2018-11-11,16,False
2018-11-18,15,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,18,False
2018-12-30,34,False
2019-01-06,47,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,23,False
2019-02-03,47,False
2019-02-10,100,False
2019-02-17,33,False
2019-02-24,48,False
2019-03-03,38,False
2019-03-10,32,False
2019-03-17,57,False
2019-03-24,33,False
2019-03-31,83,False
2019-04-07,52,False
2019-04-14,52,False
2019-04-21,33,False
2019-04-28,32,False
2019-05-05,64,False
2019-05-12,17,False
2019-05-19,25,False
2019-05-26,58,False
2019-06-02,46,False
2019-06-09,47,False
2019-06-16,50,False
2019-06-23,40,False
2019-06-30,32,False
2019-07-07,16,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,17,False
2019-08-04,0,False
2019-08-11,40,False
2019-08-18,17,False
2019-08-25,79,False
2019-09-01,24,False
2019-09-08,48,False
2019-09-15,46,False
2019-09-22,44,False
2019-09-29,15,False
2019-10-06,22,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,58,False
2019-11-03,43,False
2019-11-10,15,False
2019-11-17,72,False
2019-11-24,14,False
2019-12-01,29,False
2019-12-08,14,False
2019-12-15,14,False
2019-12-22,16,False
2019-12-29,31,False
2020-01-05,28,False
2020-01-12,54,False
2020-01-19,29,False
2020-01-26,42,False
2020-02-02,70,False
2020-02-09,48,False
2020-02-16,36,False
2020-02-23,63,False
2020-03-01,13,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,42,True
