date,Gazon synthétique,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,31,False
2018-02-25,52,False
2018-03-04,62,False
2018-03-11,52,False
2018-03-18,21,False
2018-03-25,42,False
2018-04-01,42,False
2018-04-08,41,False
2018-04-15,54,False
2018-04-22,41,False
2018-04-29,43,False
2018-05-06,22,False
2018-05-13,21,False
2018-05-20,32,False
2018-05-27,82,False
2018-06-03,20,False
2018-06-10,20,False
2018-06-17,42,False
2018-06-24,84,False
2018-07-01,41,False
2018-07-08,0,False
2018-07-15,67,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,23,False
2018-08-12,46,False
2018-08-19,44,False
2018-08-26,21,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,32,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,0,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,58,False
2019-01-20,19,False
2019-01-27,39,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,21,False
2019-02-24,30,False
2019-03-03,19,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,61,False
2019-03-31,31,False
2019-04-07,55,False
2019-04-14,33,False
2019-04-21,20,False
2019-04-28,40,False
2019-05-05,20,False
2019-05-12,52,False
2019-05-19,31,False
2019-05-26,31,False
2019-06-02,0,False
2019-06-09,70,False
2019-06-16,51,False
2019-06-23,80,False
2019-06-30,41,False
2019-07-07,20,False
2019-07-14,62,False
2019-07-21,21,False
2019-07-28,64,False
2019-08-04,42,False
2019-08-11,21,False
2019-08-18,31,False
2019-08-25,30,False
2019-09-01,39,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,28,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,27,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,34,False
2020-01-19,18,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,17,False
2020-02-16,18,False
2020-02-23,0,False
2020-03-01,17,False
2020-03-08,33,False
2020-03-15,15,False
2020-03-22,36,False
2020-03-29,14,False
2020-04-05,64,False
2020-04-12,89,False
2020-04-19,65,False
2020-04-26,27,False
2020-05-03,68,False
2020-05-10,61,False
2020-05-17,100,False
2020-05-24,47,False
2020-05-31,61,False
2020-06-07,60,False
2020-06-14,47,False
2020-06-21,58,True
