date,Gazon synthétique,isPartial
2018-01-07,9,False
2018-01-14,11,False
2018-01-21,15,False
2018-01-28,23,False
2018-02-04,13,False
2018-02-11,21,False
2018-02-18,17,False
2018-02-25,14,False
2018-03-04,19,False
2018-03-11,15,False
2018-03-18,35,False
2018-03-25,45,False
2018-04-01,37,False
2018-04-08,31,False
2018-04-15,34,False
2018-04-22,59,False
2018-04-29,41,False
2018-05-06,58,False
2018-05-13,30,False
2018-05-20,43,False
2018-05-27,27,False
2018-06-03,40,False
2018-06-10,30,False
2018-06-17,19,False
2018-06-24,32,False
2018-07-01,38,False
2018-07-08,32,False
2018-07-15,21,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,24,False
2018-08-12,13,False
2018-08-19,23,False
2018-08-26,19,False
2018-09-02,12,False
2018-09-09,22,False
2018-09-16,18,False
2018-09-23,6,False
2018-09-30,21,False
2018-10-07,14,False
2018-10-14,12,False
2018-10-21,6,False
2018-10-28,12,False
2018-11-04,6,False
2018-11-11,18,False
2018-11-18,9,False
2018-11-25,9,False
2018-12-02,6,False
2018-12-09,15,False
2018-12-16,9,False
2018-12-23,11,False
2018-12-30,13,False
2019-01-06,18,False
2019-01-13,12,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,10,False
2019-02-10,18,False
2019-02-17,33,False
2019-02-24,28,False
2019-03-03,35,False
2019-03-10,44,False
2019-03-17,29,False
2019-03-24,43,False
2019-03-31,49,False
2019-04-07,38,False
2019-04-14,40,False
2019-04-21,56,False
2019-04-28,58,False
2019-05-05,42,False
2019-05-12,44,False
2019-05-19,41,False
2019-05-26,51,False
2019-06-02,34,False
2019-06-09,44,False
2019-06-16,42,False
2019-06-23,53,False
2019-06-30,40,False
2019-07-07,54,False
2019-07-14,22,False
2019-07-21,30,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,19,False
2019-08-18,23,False
2019-08-25,20,False
2019-09-01,23,False
2019-09-08,22,False
2019-09-15,23,False
2019-09-22,9,False
2019-09-29,20,False
2019-10-06,16,False
2019-10-13,21,False
2019-10-20,11,False
2019-10-27,16,False
2019-11-03,9,False
2019-11-10,16,False
2019-11-17,5,False
2019-11-24,13,False
2019-12-01,12,False
2019-12-08,13,False
2019-12-15,12,False
2019-12-22,6,False
2019-12-29,11,False
2020-01-05,15,False
2020-01-12,8,False
2020-01-19,18,False
2020-01-26,15,False
2020-02-02,25,False
2020-02-09,20,False
2020-02-16,17,False
2020-02-23,32,False
2020-03-01,26,False
2020-03-08,49,False
2020-03-15,27,False
2020-03-22,38,False
2020-03-29,47,False
2020-04-05,79,False
2020-04-12,90,False
2020-04-19,57,False
2020-04-26,72,False
2020-05-03,90,False
2020-05-10,74,False
2020-05-17,95,False
2020-05-24,95,False
2020-05-31,68,False
2020-06-07,60,False
2020-06-14,66,False
2020-06-21,100,True
