date,Gazon synthétique,isPartial
2018-01-07,7,False
2018-01-14,10,False
2018-01-21,12,False
2018-01-28,10,False
2018-02-04,9,False
2018-02-11,14,False
2018-02-18,18,False
2018-02-25,14,False
2018-03-04,21,False
2018-03-11,21,False
2018-03-18,23,False
2018-03-25,31,False
2018-04-01,34,False
2018-04-08,35,False
2018-04-15,67,False
2018-04-22,45,False
2018-04-29,33,False
2018-05-06,39,False
2018-05-13,22,False
2018-05-20,40,False
2018-05-27,31,False
2018-06-03,29,False
2018-06-10,23,False
2018-06-17,24,False
2018-06-24,28,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,21,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,15,False
2018-08-19,21,False
2018-08-26,15,False
2018-09-02,14,False
2018-09-09,17,False
2018-09-16,14,False
2018-09-23,13,False
2018-09-30,14,False
2018-10-07,11,False
2018-10-14,10,False
2018-10-21,7,False
2018-10-28,7,False
2018-11-04,5,False
2018-11-11,10,False
2018-11-18,8,False
2018-11-25,5,False
2018-12-02,6,False
2018-12-09,7,False
2018-12-16,7,False
2018-12-23,4,False
2018-12-30,5,False
2019-01-06,10,False
2019-01-13,9,False
2019-01-20,12,False
2019-01-27,13,False
2019-02-03,11,False
2019-02-10,19,False
2019-02-17,33,False
2019-02-24,32,False
2019-03-03,22,False
2019-03-10,26,False
2019-03-17,30,False
2019-03-24,35,False
2019-03-31,38,False
2019-04-07,36,False
2019-04-14,32,False
2019-04-21,38,False
2019-04-28,38,False
2019-05-05,36,False
2019-05-12,33,False
2019-05-19,34,False
2019-05-26,41,False
2019-06-02,35,False
2019-06-09,39,False
2019-06-16,42,False
2019-06-23,45,False
2019-06-30,41,False
2019-07-07,39,False
2019-07-14,29,False
2019-07-21,35,False
2019-07-28,28,False
2019-08-04,25,False
2019-08-11,23,False
2019-08-18,22,False
2019-08-25,24,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,15,False
2019-09-22,13,False
2019-09-29,11,False
2019-10-06,12,False
2019-10-13,12,False
2019-10-20,11,False
2019-10-27,11,False
2019-11-03,9,False
2019-11-10,7,False
2019-11-17,9,False
2019-11-24,7,False
2019-12-01,7,False
2019-12-08,7,False
2019-12-15,9,False
2019-12-22,5,False
2019-12-29,10,False
2020-01-05,12,False
2020-01-12,14,False
2020-01-19,15,False
2020-01-26,14,False
2020-02-02,18,False
2020-02-09,17,False
2020-02-16,25,False
2020-02-23,25,False
2020-03-01,23,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,29,False
2020-03-29,40,False
2020-04-05,76,False
2020-04-12,77,False
2020-04-19,61,False
2020-04-26,54,False
2020-05-03,68,False
2020-05-10,54,False
2020-05-17,95,False
2020-05-24,100,False
2020-05-31,80,False
2020-06-07,60,False
2020-06-14,56,False
2020-06-21,77,True
