date,Gazon synthétique,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,15,False
2018-02-11,23,False
2018-02-18,21,False
2018-02-25,37,False
2018-03-04,30,False
2018-03-11,46,False
2018-03-18,46,False
2018-03-25,30,False
2018-04-01,40,False
2018-04-08,36,False
2018-04-15,67,False
2018-04-22,30,False
2018-04-29,34,False
2018-05-06,37,False
2018-05-13,15,False
2018-05-20,46,False
2018-05-27,30,False
2018-06-03,39,False
2018-06-10,21,False
2018-06-17,40,False
2018-06-24,25,False
2018-07-01,29,False
2018-07-08,34,False
2018-07-15,29,False
2018-07-22,22,False
2018-07-29,36,False
2018-08-05,32,False
2018-08-12,14,False
2018-08-19,28,False
2018-08-26,36,False
2018-09-02,15,False
2018-09-09,29,False
2018-09-16,15,False
2018-09-23,30,False
2018-09-30,30,False
2018-10-07,16,False
2018-10-14,15,False
2018-10-21,24,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,15,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,15,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,23,False
2019-01-13,15,False
2019-01-20,14,False
2019-01-27,36,False
2019-02-03,15,False
2019-02-10,37,False
2019-02-17,32,False
2019-02-24,58,False
2019-03-03,55,False
2019-03-10,45,False
2019-03-17,39,False
2019-03-24,49,False
2019-03-31,73,False
2019-04-07,26,False
2019-04-14,31,False
2019-04-21,40,False
2019-04-28,37,False
2019-05-05,30,False
2019-05-12,42,False
2019-05-19,25,False
2019-05-26,47,False
2019-06-02,39,False
2019-06-09,28,False
2019-06-16,63,False
2019-06-23,31,False
2019-06-30,60,False
2019-07-07,70,False
2019-07-14,48,False
2019-07-21,38,False
2019-07-28,30,False
2019-08-04,25,False
2019-08-11,12,False
2019-08-18,26,False
2019-08-25,16,False
2019-09-01,43,False
2019-09-08,16,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,29,False
2019-10-13,12,False
2019-10-20,12,False
2019-10-27,18,False
2019-11-03,15,False
2019-11-10,35,False
2019-11-17,25,False
2019-11-24,12,False
2019-12-01,18,False
2019-12-08,12,False
2019-12-15,30,False
2019-12-22,13,False
2019-12-29,0,False
2020-01-05,23,False
2020-01-12,17,False
2020-01-19,23,False
2020-01-26,17,False
2020-02-02,27,False
2020-02-09,34,False
2020-02-16,27,False
2020-02-23,46,False
2020-03-01,26,False
2020-03-08,50,False
2020-03-15,14,False
2020-03-22,48,False
2020-03-29,55,False
2020-04-05,64,False
2020-04-12,51,False
2020-04-19,37,False
2020-04-26,26,False
2020-05-03,73,False
2020-05-10,55,False
2020-05-17,92,False
2020-05-24,100,False
2020-05-31,87,False
2020-06-07,34,False
2020-06-14,78,False
2020-06-21,79,True
