date,Gazon synthétique,isPartial
2018-01-07,0,False
2018-01-14,30,False
2018-01-21,29,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,74,False
2018-03-04,30,False
2018-03-11,31,False
2018-03-18,30,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,48,False
2018-04-15,35,False
2018-04-22,47,False
2018-04-29,0,False
2018-05-06,32,False
2018-05-13,46,False
2018-05-20,97,False
2018-05-27,62,False
2018-06-03,0,False
2018-06-10,31,False
2018-06-17,33,False
2018-06-24,50,False
2018-07-01,0,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,100,False
2018-07-29,34,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,33,False
2018-09-02,0,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,31,False
2019-03-24,42,False
2019-03-31,78,False
2019-04-07,32,False
2019-04-14,49,False
2019-04-21,31,False
2019-04-28,45,False
2019-05-05,30,False
2019-05-12,46,False
2019-05-19,31,False
2019-05-26,47,False
2019-06-02,30,False
2019-06-09,29,False
2019-06-16,47,False
2019-06-23,31,False
2019-06-30,30,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,48,False
2019-08-11,31,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,0,False
2019-09-15,59,False
2019-09-22,29,False
2019-09-29,28,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,0,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,27,False
2019-12-01,28,False
2019-12-08,27,False
2019-12-15,27,False
2019-12-22,28,False
2019-12-29,28,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,77,False
2020-02-23,25,False
2020-03-01,25,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,42,False
2020-03-29,36,False
2020-04-05,22,False
2020-04-12,33,False
2020-04-19,66,False
2020-04-26,48,False
2020-05-03,53,False
2020-05-10,22,False
2020-05-17,25,False
2020-05-24,73,False
2020-05-31,98,False
2020-06-07,34,False
2020-06-14,49,False
2020-06-21,92,True
