date,Gazon synthétique,isPartial
2018-01-07,13,False
2018-01-14,13,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,13,False
2018-02-11,17,False
2018-02-18,13,False
2018-02-25,20,False
2018-03-04,19,False
2018-03-11,26,False
2018-03-18,13,False
2018-03-25,13,False
2018-04-01,42,False
2018-04-08,22,False
2018-04-15,39,False
2018-04-22,50,False
2018-04-29,40,False
2018-05-06,49,False
2018-05-13,22,False
2018-05-20,19,False
2018-05-27,27,False
2018-06-03,13,False
2018-06-10,19,False
2018-06-17,21,False
2018-06-24,37,False
2018-07-01,20,False
2018-07-08,21,False
2018-07-15,15,False
2018-07-22,19,False
2018-07-29,15,False
2018-08-05,0,False
2018-08-12,23,False
2018-08-19,15,False
2018-08-26,29,False
2018-09-02,14,False
2018-09-09,14,False
2018-09-16,19,False
2018-09-23,14,False
2018-09-30,14,False
2018-10-07,0,False
2018-10-14,14,False
2018-10-21,14,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,14,False
2018-11-18,20,False
2018-11-25,13,False
2018-12-02,26,False
2018-12-09,14,False
2018-12-16,0,False
2018-12-23,16,False
2018-12-30,0,False
2019-01-06,13,False
2019-01-13,13,False
2019-01-20,19,False
2019-01-27,0,False
2019-02-03,13,False
2019-02-10,13,False
2019-02-17,34,False
2019-02-24,14,False
2019-03-03,14,False
2019-03-10,31,False
2019-03-17,21,False
2019-03-24,31,False
2019-03-31,43,False
2019-04-07,22,False
2019-04-14,17,False
2019-04-21,30,False
2019-04-28,37,False
2019-05-05,31,False
2019-05-12,18,False
2019-05-19,13,False
2019-05-26,26,False
2019-06-02,44,False
2019-06-09,13,False
2019-06-16,34,False
2019-06-23,30,False
2019-06-30,18,False
2019-07-07,65,False
2019-07-14,40,False
2019-07-21,26,False
2019-07-28,46,False
2019-08-04,30,False
2019-08-11,20,False
2019-08-18,32,False
2019-08-25,39,False
2019-09-01,19,False
2019-09-08,24,False
2019-09-15,12,False
2019-09-22,12,False
2019-09-29,16,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,17,False
2019-11-17,11,False
2019-11-24,10,False
2019-12-01,20,False
2019-12-08,10,False
2019-12-15,10,False
2019-12-22,12,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,10,False
2020-01-26,35,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,21,False
2020-02-23,26,False
2020-03-01,19,False
2020-03-08,14,False
2020-03-15,27,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,48,False
2020-04-12,51,False
2020-04-19,37,False
2020-04-26,36,False
2020-05-03,46,False
2020-05-10,64,False
2020-05-17,100,False
2020-05-24,88,False
2020-05-31,65,False
2020-06-07,48,False
2020-06-14,55,False
2020-06-21,50,True
