date,Innenausbau,isPartial
2018-01-07,52,False
2018-01-14,35,False
2018-01-21,35,False
2018-01-28,70,False
2018-02-04,36,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,70,False
2018-03-04,54,False
2018-03-11,0,False
2018-03-18,36,False
2018-03-25,39,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,77,False
2018-04-22,0,False
2018-04-29,39,False
2018-05-06,41,False
2018-05-13,76,False
2018-05-20,0,False
2018-05-27,36,False
2018-06-03,38,False
2018-06-10,0,False
2018-06-17,54,False
2018-06-24,0,False
2018-07-01,38,False
2018-07-08,38,False
2018-07-15,38,False
2018-07-22,38,False
2018-07-29,38,False
2018-08-05,71,False
2018-08-12,36,False
2018-08-19,36,False
2018-08-26,36,False
2018-09-02,36,False
2018-09-09,37,False
2018-09-16,36,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,38,False
2018-10-14,36,False
2018-10-21,35,False
2018-10-28,66,False
2018-11-04,50,False
2018-11-11,34,False
2018-11-18,66,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,37,False
2018-12-30,69,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,0,False
2019-01-27,62,False
2019-02-03,63,False
2019-02-10,33,False
2019-02-17,32,False
2019-02-24,33,False
2019-03-03,32,False
2019-03-10,63,False
2019-03-17,67,False
2019-03-24,0,False
2019-03-31,67,False
2019-04-07,33,False
2019-04-14,37,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,31,False
2019-05-12,50,False
2019-05-19,32,False
2019-05-26,67,False
2019-06-02,65,False
2019-06-09,33,False
2019-06-16,33,False
2019-06-23,51,False
2019-06-30,66,False
2019-07-07,33,False
2019-07-14,0,False
2019-07-21,55,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,33,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,49,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,32,False
2019-10-20,0,False
2019-10-27,29,False
2019-11-03,58,False
2019-11-10,30,False
2019-11-17,59,False
2019-11-24,87,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,61,False
2019-12-22,97,False
2019-12-29,61,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,42,False
2020-01-26,84,False
2020-02-02,55,False
2020-02-09,29,False
2020-02-16,0,False
2020-02-23,55,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,100,False
2020-03-22,24,False
2020-03-29,36,False
2020-04-05,55,False
2020-04-12,26,False
2020-04-19,0,False
2020-04-26,61,False
2020-05-03,75,False
2020-05-10,0,False
