date,Innenausbau,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,39,False
2018-01-28,20,False
2018-02-04,42,False
2018-02-11,20,False
2018-02-18,0,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,40,False
2018-03-25,0,False
2018-04-01,22,False
2018-04-08,30,False
2018-04-15,20,False
2018-04-22,19,False
2018-04-29,21,False
2018-05-06,0,False
2018-05-13,20,False
2018-05-20,43,False
2018-05-27,0,False
2018-06-03,20,False
2018-06-10,40,False
2018-06-17,59,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,34,False
2018-07-22,23,False
2018-07-29,35,False
2018-08-05,23,False
2018-08-12,36,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,42,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,21,False
2018-09-30,0,False
2018-10-07,19,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,100,False
2018-11-04,38,False
2018-11-11,18,False
2018-11-18,0,False
2018-11-25,36,False
2018-12-02,18,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,0,False
2019-01-20,19,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,39,False
2019-02-17,20,False
2019-02-24,19,False
2019-03-03,0,False
2019-03-10,19,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,60,False
2019-04-07,20,False
2019-04-14,22,False
2019-04-21,22,False
2019-04-28,30,False
2019-05-05,38,False
2019-05-12,19,False
2019-05-19,19,False
2019-05-26,20,False
2019-06-02,0,False
2019-06-09,21,False
2019-06-16,20,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,47,False
2019-07-28,23,False
2019-08-04,47,False
2019-08-11,23,False
2019-08-18,22,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,41,False
2019-09-15,19,False
2019-09-22,28,False
2019-09-29,37,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,35,False
2019-11-10,17,False
2019-11-17,52,False
2019-11-24,26,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,17,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,18,False
2020-02-09,0,False
2020-02-16,35,False
2020-02-23,25,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,18,False
2020-05-10,17,False
2020-05-17,38,False
2020-05-24,35,False
2020-05-31,35,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,26,False
2020-06-28,52,False
2020-07-05,0,False
