date,Innenausbau,isPartial
2018-01-07,32,False
2018-01-14,65,False
2018-01-21,33,False
2018-01-28,65,False
2018-02-04,0,False
2018-02-11,100,False
2018-02-18,67,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,32,False
2018-03-18,33,False
2018-03-25,69,False
2018-04-01,71,False
2018-04-08,37,False
2018-04-15,78,False
2018-04-22,0,False
2018-04-29,37,False
2018-05-06,35,False
2018-05-13,33,False
2018-05-20,34,False
2018-05-27,35,False
2018-06-03,0,False
2018-06-10,64,False
2018-06-17,34,False
2018-06-24,33,False
2018-07-01,33,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,50,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,35,False
2018-09-16,50,False
2018-09-23,34,False
2018-09-30,37,False
2018-10-07,39,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,30,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,61,False
2019-02-10,62,False
2019-02-17,65,False
2019-02-24,62,False
2019-03-03,48,False
2019-03-10,32,False
2019-03-17,63,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,34,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,30,False
2019-05-26,31,False
2019-06-02,32,False
2019-06-09,32,False
2019-06-16,0,False
2019-06-23,64,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,48,False
2019-08-04,34,False
2019-08-11,33,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,64,False
2019-09-15,34,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,33,False
2019-10-13,35,False
2019-10-20,35,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,33,False
2019-11-24,33,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,38,False
2019-12-29,30,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,31,False
2020-01-26,60,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,46,False
2020-03-01,61,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,47,False
2020-03-29,36,False
2020-04-05,41,False
2020-04-12,77,False
2020-04-19,51,False
2020-04-26,77,False
2020-05-03,79,False
2020-05-10,68,False
2020-05-17,43,False
2020-05-24,27,False
2020-05-31,40,False
2020-06-07,29,False
2020-06-14,0,False
2020-06-21,30,False
2020-06-28,0,False
2020-07-05,31,False
