date,Innenausbau,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,21,False
2018-02-04,29,False
2018-02-11,42,False
2018-02-18,22,False
2018-02-25,21,False
2018-03-04,21,False
2018-03-11,32,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,34,False
2018-04-08,30,False
2018-04-15,23,False
2018-04-22,21,False
2018-04-29,22,False
2018-05-06,45,False
2018-05-13,22,False
2018-05-20,22,False
2018-05-27,42,False
2018-06-03,21,False
2018-06-10,40,False
2018-06-17,27,False
2018-06-24,21,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,22,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,20,False
2018-08-12,20,False
2018-08-19,20,False
2018-08-26,21,False
2018-09-02,31,False
2018-09-09,20,False
2018-09-16,21,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,27,False
2018-11-04,30,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,21,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,39,False
2019-01-27,20,False
2019-02-03,0,False
2019-02-10,20,False
2019-02-17,20,False
2019-02-24,31,False
2019-03-03,29,False
2019-03-10,19,False
2019-03-17,100,False
2019-03-24,0,False
2019-03-31,31,False
2019-04-07,32,False
2019-04-14,21,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,20,False
2019-05-12,30,False
2019-05-19,20,False
2019-05-26,58,False
2019-06-02,19,False
2019-06-09,38,False
2019-06-16,19,False
2019-06-23,39,False
2019-06-30,38,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,40,False
2019-07-28,19,False
2019-08-04,19,False
2019-08-11,18,False
2019-08-18,37,False
2019-08-25,37,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,19,False
2019-09-22,25,False
2019-09-29,0,False
2019-10-06,19,False
2019-10-13,18,False
2019-10-20,24,False
2019-10-27,18,False
2019-11-03,36,False
2019-11-10,18,False
2019-11-17,27,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,56,False
2019-12-22,30,False
2019-12-29,18,False
2020-01-05,34,False
2020-01-12,50,False
2020-01-19,47,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,17,False
2020-03-01,25,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,22,False
2020-04-05,25,False
2020-04-12,16,False
2020-04-19,26,False
2020-04-26,22,False
2020-05-03,15,False
2020-05-10,23,False
