date,Innenausbau,isPartial
2018-01-07,82,False
2018-01-14,37,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,57,False
2018-02-11,63,False
2018-02-18,36,False
2018-02-25,54,False
2018-03-04,61,False
2018-03-11,40,False
2018-03-18,27,False
2018-03-25,28,False
2018-04-01,31,False
2018-04-08,28,False
2018-04-15,56,False
2018-04-22,28,False
2018-04-29,47,False
2018-05-06,30,False
2018-05-13,28,False
2018-05-20,59,False
2018-05-27,55,False
2018-06-03,28,False
2018-06-10,26,False
2018-06-17,0,False
2018-06-24,42,False
2018-07-01,57,False
2018-07-08,29,False
2018-07-15,46,False
2018-07-22,32,False
2018-07-29,54,False
2018-08-05,52,False
2018-08-12,32,False
2018-08-19,58,False
2018-08-26,29,False
2018-09-02,28,False
2018-09-09,42,False
2018-09-16,47,False
2018-09-23,28,False
2018-09-30,72,False
2018-10-07,47,False
2018-10-14,42,False
2018-10-21,58,False
2018-10-28,0,False
2018-11-04,39,False
2018-11-11,83,False
2018-11-18,68,False
2018-11-25,27,False
2018-12-02,41,False
2018-12-09,37,False
2018-12-16,30,False
2018-12-23,75,False
2018-12-30,63,False
2019-01-06,52,False
2019-01-13,58,False
2019-01-20,57,False
2019-01-27,74,False
2019-02-03,46,False
2019-02-10,53,False
2019-02-17,53,False
2019-02-24,26,False
2019-03-03,58,False
2019-03-10,66,False
2019-03-17,54,False
2019-03-24,54,False
2019-03-31,41,False
2019-04-07,36,False
2019-04-14,51,False
2019-04-21,92,False
2019-04-28,44,False
2019-05-05,53,False
2019-05-12,27,False
2019-05-19,0,False
2019-05-26,56,False
2019-06-02,23,False
2019-06-09,28,False
2019-06-16,55,False
2019-06-23,100,False
2019-06-30,56,False
2019-07-07,37,False
2019-07-14,57,False
2019-07-21,0,False
2019-07-28,42,False
2019-08-04,28,False
2019-08-11,69,False
2019-08-18,27,False
2019-08-25,38,False
2019-09-01,25,False
2019-09-08,53,False
2019-09-15,26,False
2019-09-22,44,False
2019-09-29,40,False
2019-10-06,53,False
2019-10-13,40,False
2019-10-20,26,False
2019-10-27,38,False
2019-11-03,44,False
2019-11-10,51,False
2019-11-17,38,False
2019-11-24,25,False
2019-12-01,39,False
2019-12-08,25,False
2019-12-15,40,False
2019-12-22,68,False
2019-12-29,27,False
2020-01-05,47,False
2020-01-12,61,False
2020-01-19,33,False
2020-01-26,50,False
2020-02-02,34,False
2020-02-09,29,False
2020-02-16,0,False
2020-02-23,47,False
2020-03-01,31,False
2020-03-08,43,False
2020-03-15,35,False
2020-03-22,47,False
2020-03-29,0,False
2020-04-05,48,False
2020-04-12,64,False
2020-04-19,36,False
2020-04-26,23,False
2020-05-03,28,False
2020-05-10,55,False
