date,tarta boda,isPartial
2018-01-07,0,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,42,False
2018-02-04,43,False
2018-02-11,45,False
2018-02-18,33,False
2018-02-25,30,False
2018-03-04,30,False
2018-03-11,51,False
2018-03-18,64,False
2018-03-25,47,False
2018-04-01,21,False
2018-04-08,21,False
2018-04-15,67,False
2018-04-22,32,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,22,False
2018-05-20,54,False
2018-05-27,44,False
2018-06-03,42,False
2018-06-10,63,False
2018-06-17,34,False
2018-06-24,55,False
2018-07-01,55,False
2018-07-08,22,False
2018-07-15,45,False
2018-07-22,22,False
2018-07-29,22,False
2018-08-05,32,False
2018-08-12,54,False
2018-08-19,65,False
2018-08-26,75,False
2018-09-02,32,False
2018-09-09,31,False
2018-09-16,53,False
2018-09-23,0,False
2018-09-30,21,False
2018-10-07,53,False
2018-10-14,20,False
2018-10-21,42,False
2018-10-28,0,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,46,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,76,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,20,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,23,False
2019-03-03,22,False
2019-03-10,0,False
2019-03-17,44,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,21,False
2019-04-14,20,False
2019-04-21,30,False
2019-04-28,21,False
2019-05-05,22,False
2019-05-12,22,False
2019-05-19,21,False
2019-05-26,42,False
2019-06-02,21,False
2019-06-09,21,False
2019-06-16,43,False
2019-06-23,0,False
2019-06-30,21,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,43,False
2019-07-28,44,False
2019-08-04,21,False
2019-08-11,31,False
2019-08-18,20,False
2019-08-25,49,False
2019-09-01,100,False
2019-09-08,49,False
2019-09-15,40,False
2019-09-22,50,False
2019-09-29,30,False
2019-10-06,20,False
2019-10-13,59,False
2019-10-20,20,False
2019-10-27,19,False
2019-11-03,19,False
2019-11-10,28,False
2019-11-17,19,False
2019-11-24,37,False
2019-12-01,0,False
2019-12-08,20,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,18,False
2020-01-19,34,False
2020-01-26,18,False
2020-02-02,37,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,18,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,0,True
