date,fleur de mariage,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,29,False
2018-01-28,44,False
2018-02-04,58,False
2018-02-11,29,False
2018-02-18,58,False
2018-02-25,55,False
2018-03-04,28,False
2018-03-11,43,False
2018-03-18,73,False
2018-03-25,0,False
2018-04-01,61,False
2018-04-08,61,False
2018-04-15,100,False
2018-04-22,46,False
2018-04-29,0,False
2018-05-06,64,False
2018-05-13,30,False
2018-05-20,31,False
2018-05-27,60,False
2018-06-03,30,False
2018-06-10,87,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,32,False
2018-07-29,33,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,33,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,31,False
2018-09-16,31,False
2018-09-23,31,False
2018-09-30,31,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,32,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,58,False
2018-11-25,0,False
2018-12-02,30,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,34,False
2018-12-30,31,False
2019-01-06,57,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,41,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,43,False
2019-04-28,0,False
2019-05-05,27,False
2019-05-12,54,False
2019-05-19,27,False
2019-05-26,29,False
2019-06-02,28,False
2019-06-09,27,False
2019-06-16,28,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,82,False
2019-07-14,28,False
2019-07-21,29,False
2019-07-28,0,False
2019-08-04,30,False
2019-08-11,31,False
2019-08-18,64,False
2019-08-25,30,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,27,False
2019-10-06,55,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,51,False
2019-11-10,0,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,25,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,48,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,47,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,44,False
2020-04-05,22,False
2020-04-12,0,True
